name,time,RMSE_train,RMSE_test,MAE_train,MAE_test,NMSE_train,NMSE_test,r2_train,r2_test
results/FlowPsi,3,1.1980742546457717,1.4322911946569816,0.9527559370217291,1.079643585344141,4.9846083905322656e-2,5.6747378981530025e-2,0.9501539160946774,0.94325262101847
results/FlowPsi,3,0.904733609228372,1.022996400312239,0.7089345339039385,0.7840884644221883,2.8425297614450833e-2,2.8948853896877083e-2,0.9715747023855492,0.9710511461031229
results/FlowPsi,3,1.366554198577814,1.5272618568058447,1.1098096051069706,1.2083320907902992,6.485109214563586e-2,6.452234963832734e-2,0.9351489078543641,0.9354776503616726
results/FlowPsi,3,1.220028927132676,1.367192446402106,0.9957542910057816,1.0858268245890905,5.168967823643094e-2,5.170618121445288e-2,0.9483103217635691,0.9482938187855471
results/FlowPsi,3,1.4624478085984218,1.4511489254332839,1.1308360063718994,1.1593516402889223,7.427186422244253e-2,5.825150260231475e-2,0.9257281357775575,0.9417484973976853
results/FlowPsi,4,1.1053440590272594,1.1558314127462381,0.8873800694160626,0.9344423866837893,4.242858374963399e-2,3.695491010008089e-2,0.957571416250366,0.9630450898999191
results/FlowPsi,5,1.2764357186909838,1.3947718790026742,1.0523278101149207,1.1195414984259313,5.657980807600819e-2,5.381328804615604e-2,0.9434201919239918,0.946186711953844
results/FlowPsi,4,1.2665911847833853,1.5281552040998854,1.049822709920476,1.133471932270317,5.571042799284159e-2,6.45978543387782e-2,0.9442895720071585,0.9354021456612218
results/FlowPsi,4,1.3185951125528972,1.4237775829714132,1.0623475624329257,1.145834408659154,6.0379080653701636e-2,5.6074765353246986e-2,0.9396209193462983,0.943925234646753
results/FlowPsi,5,1.1872638659717152,1.3566400478552219,0.952741057828002,1.0362692102594147,4.895060609163842e-2,5.091109404472678e-2,0.9510493939083616,0.9490889059552732
