
21.53399481440803 + 6.546127021227839e-4*(sqrt.abs(V_inf*theta^(3)*r^(3)*Gamma^(2))) + -21.194095464344166*(tanh(r^(-3)*R^(2))),6.546127021227839e-4*((V_inf*theta^(3)*r^(3)*Gamma^(2) / (2*abs(V_inf*theta^(3)*r^(3)*Gamma^(2))^(1.5))) * (1 * theta^(3)*r^(3)*Gamma^(2))),6.546127021227839e-4*((V_inf*theta^(3)*r^(3)*Gamma^(2) / (2*abs(V_inf*theta^(3)*r^(3)*Gamma^(2))^(1.5))) * (3 * V_inf*theta^(2)*r^(3)*Gamma^(2))),6.546127021227839e-4*((V_inf*theta^(3)*r^(3)*Gamma^(2) / (2*abs(V_inf*theta^(3)*r^(3)*Gamma^(2))^(1.5))) * (3 * V_inf*theta^(3)*r^(2)*Gamma^(2))) + -21.194095464344166*((1/(cosh(r^(-3)*R^(2))^2)) * (-3 * r^(-4)*R^(2))),-21.194095464344166*((1/(cosh(r^(-3)*R^(2))^2)) * (2 * r^(-3)*R)),6.546127021227839e-4*((V_inf*theta^(3)*r^(3)*Gamma^(2) / (2*abs(V_inf*theta^(3)*r^(3)*Gamma^(2))^(1.5))) * (2 * V_inf*theta^(3)*r^(3)*Gamma))
15.148966499078314 + 2.1497971645110473e-3*(sqrt(V_inf^(2)*theta*r*R^(-2))) + 1.0225264667284968e-5*(id(theta^(3)*Gamma)) + 13.473450462674375*(id(r^(3))) + -17.610417421350547*(tanh(r^(-3)*R^(2))),2.1497971645110473e-3*((1/(sqrt(V_inf^(2)*theta*r*R^(-2))^2)) * (2 * V_inf*theta*r*R^(-2))),2.1497971645110473e-3*((1/(sqrt(V_inf^(2)*theta*r*R^(-2))^2)) * (1 * V_inf^(2)*r*R^(-2))) + 1.0225264667284968e-5*((3 * theta^(2)*Gamma)),2.1497971645110473e-3*((1/(sqrt(V_inf^(2)*theta*r*R^(-2))^2)) * (1 * V_inf^(2)*theta*R^(-2))) + 13.473450462674375*((3 * r^(2))) + -17.610417421350547*((1/(cosh(r^(-3)*R^(2))^2)) * (-3 * r^(-4)*R^(2))),2.1497971645110473e-3*((1/(sqrt(V_inf^(2)*theta*r*R^(-2))^2)) * (-2 * V_inf^(2)*theta*r*R^(-3))) + -17.610417421350547*((1/(cosh(r^(-3)*R^(2))^2)) * (2 * r^(-3)*R)),1.0225264667284968e-5*((1 * theta^(3)))
-11.650323662010024 + -0.5556736469903246*(id(R^(2)*Gamma^(-1))) + 8.361079704403652e-9*(id(V_inf*theta^(3)*Gamma^(2))) + 1.2152391396933517*(log(theta*R^(-3)*Gamma)) + 24.54667739957989*(tanh(r^(3)*R^(-1))),8.361079704403652e-9*((1 * theta^(3)*Gamma^(2))),8.361079704403652e-9*((3 * V_inf*theta^(2)*Gamma^(2))) + 1.2152391396933517*((1/theta*R^(-3)*Gamma) * (1 * R^(-3)*Gamma)),24.54667739957989*((1/(cosh(r^(3)*R^(-1))^2)) * (3 * r^(2)*R^(-1))),-0.5556736469903246*((2 * R*Gamma^(-1))) + 1.2152391396933517*((1/theta*R^(-3)*Gamma) * (-3 * theta*R^(-4)*Gamma)) + 24.54667739957989*((1/(cosh(r^(3)*R^(-1))^2)) * (-1 * r^(3)*R^(-2))),-0.5556736469903246*((-1 * R^(2)*Gamma^(-2))) + 8.361079704403652e-9*((2 * V_inf*theta^(3)*Gamma)) + 1.2152391396933517*((1/theta*R^(-3)*Gamma) * (1 * theta*R^(-3)))
-4.589981072971513 + 1.2936577859990797e-9*(id(V_inf^(3)*r*Gamma^(3))) + 7.070680413730121e-8*(id(V_inf^(3)*R^(-1)*Gamma)) + -37.94416427927599*(sin(r^(-1)*R^(2))) + 49.36332371694585*(tanh(r)),1.2936577859990797e-9*((3 * V_inf^(2)*r*Gamma^(3))) + 7.070680413730121e-8*((3 * V_inf^(2)*R^(-1)*Gamma)),,1.2936577859990797e-9*((1 * V_inf^(3)*Gamma^(3))) + -37.94416427927599*(cos(r^(-1)*R^(2)) * (-1 * r^(-2)*R^(2))) + 49.36332371694585*((1/(cosh(r)^2)) * 1),7.070680413730121e-8*((-1 * V_inf^(3)*R^(-2)*Gamma)) + -37.94416427927599*(cos(r^(-1)*R^(2)) * (2 * r^(-1)*R)),1.2936577859990797e-9*((3 * V_inf^(3)*r*Gamma^(2))) + 7.070680413730121e-8*((1 * V_inf^(3)*R^(-1)))
4.942420306748474 + 5.363831753482573e-4*(sqrt(V_inf*theta^(3)*r^(3)*Gamma^(2))) + 7.075123921335538*(log(r^(3)*R^(-2))) + 4.5247910194805795e-4*(sqrt(V_inf*theta^(3)*Gamma)),5.363831753482573e-4*((1/(sqrt(V_inf*theta^(3)*r^(3)*Gamma^(2))^2)) * (1 * theta^(3)*r^(3)*Gamma^(2))) + 4.5247910194805795e-4*((1/(sqrt(V_inf*theta^(3)*Gamma)^2)) * (1 * theta^(3)*Gamma)),5.363831753482573e-4*((1/(sqrt(V_inf*theta^(3)*r^(3)*Gamma^(2))^2)) * (3 * V_inf*theta^(2)*r^(3)*Gamma^(2))) + 4.5247910194805795e-4*((1/(sqrt(V_inf*theta^(3)*Gamma)^2)) * (3 * V_inf*theta^(2)*Gamma)),5.363831753482573e-4*((1/(sqrt(V_inf*theta^(3)*r^(3)*Gamma^(2))^2)) * (3 * V_inf*theta^(3)*r^(2)*Gamma^(2))) + 7.075123921335538*((1/r^(3)*R^(-2)) * (3 * r^(2)*R^(-2))),7.075123921335538*((1/r^(3)*R^(-2)) * (-2 * r^(3)*R^(-3))),5.363831753482573e-4*((1/(sqrt(V_inf*theta^(3)*r^(3)*Gamma^(2))^2)) * (2 * V_inf*theta^(3)*r^(3)*Gamma)) + 4.5247910194805795e-4*((1/(sqrt(V_inf*theta^(3)*Gamma)^2)) * (1 * V_inf*theta^(3)))
18.116535846301705 + 4.408546331556146e-4*(sqrt(V_inf*theta^(3)*r*R^(-3))) + 18.1165358463017*(tanh(V_inf^(3)*r^(-3)*R^(-2)*Gamma^(3))) + -11.111272170592917*(sqrt(r^(-2))) + -18.455404887034945*(tanh(r^(-2)*R^(2))),4.408546331556146e-4*((1/(sqrt(V_inf*theta^(3)*r*R^(-3))^2)) * (1 * theta^(3)*r*R^(-3))) + 18.1165358463017*((1/(cosh(V_inf^(3)*r^(-3)*R^(-2)*Gamma^(3))^2)) * (3 * V_inf^(2)*r^(-3)*R^(-2)*Gamma^(3))),4.408546331556146e-4*((1/(sqrt(V_inf*theta^(3)*r*R^(-3))^2)) * (3 * V_inf*theta^(2)*r*R^(-3))),4.408546331556146e-4*((1/(sqrt(V_inf*theta^(3)*r*R^(-3))^2)) * (1 * V_inf*theta^(3)*R^(-3))) + 18.1165358463017*((1/(cosh(V_inf^(3)*r^(-3)*R^(-2)*Gamma^(3))^2)) * (-3 * V_inf^(3)*r^(-4)*R^(-2)*Gamma^(3))) + -11.111272170592917*((1/(sqrt(r^(-2))^2)) * (-2 * r^(-3))) + -18.455404887034945*((1/(cosh(r^(-2)*R^(2))^2)) * (-2 * r^(-3)*R^(2))),4.408546331556146e-4*((1/(sqrt(V_inf*theta^(3)*r*R^(-3))^2)) * (-3 * V_inf*theta^(3)*r*R^(-4))) + 18.1165358463017*((1/(cosh(V_inf^(3)*r^(-3)*R^(-2)*Gamma^(3))^2)) * (-2 * V_inf^(3)*r^(-3)*R^(-3)*Gamma^(3))) + -18.455404887034945*((1/(cosh(r^(-2)*R^(2))^2)) * (2 * r^(-2)*R)),18.1165358463017*((1/(cosh(V_inf^(3)*r^(-3)*R^(-2)*Gamma^(3))^2)) * (3 * V_inf^(3)*r^(-3)*R^(-2)*Gamma^(2)))
20.902242756299714 + 2.064631972171194e-8*(id(theta^(3)*Gamma^(3))) + 1.1514546251116787e-6*(sqrt(V_inf^(3)*theta^(3)*r^(3)*Gamma^(3))) + 20.902242756299685*(tanh(V_inf*theta^(3)*r*R^(-3))) + -29.54800027721252*(sqrt(r^(-2)*R)),1.1514546251116787e-6*((1/(sqrt(V_inf^(3)*theta^(3)*r^(3)*Gamma^(3))^2)) * (3 * V_inf^(2)*theta^(3)*r^(3)*Gamma^(3))) + 20.902242756299685*((1/(cosh(V_inf*theta^(3)*r*R^(-3))^2)) * (1 * theta^(3)*r*R^(-3))),2.064631972171194e-8*((3 * theta^(2)*Gamma^(3))) + 1.1514546251116787e-6*((1/(sqrt(V_inf^(3)*theta^(3)*r^(3)*Gamma^(3))^2)) * (3 * V_inf^(3)*theta^(2)*r^(3)*Gamma^(3))) + 20.902242756299685*((1/(cosh(V_inf*theta^(3)*r*R^(-3))^2)) * (3 * V_inf*theta^(2)*r*R^(-3))),1.1514546251116787e-6*((1/(sqrt(V_inf^(3)*theta^(3)*r^(3)*Gamma^(3))^2)) * (3 * V_inf^(3)*theta^(3)*r^(2)*Gamma^(3))) + 20.902242756299685*((1/(cosh(V_inf*theta^(3)*r*R^(-3))^2)) * (1 * V_inf*theta^(3)*R^(-3))) + -29.54800027721252*((1/(sqrt(r^(-2)*R)^2)) * (-2 * r^(-3)*R)),20.902242756299685*((1/(cosh(V_inf*theta^(3)*r*R^(-3))^2)) * (-3 * V_inf*theta^(3)*r*R^(-4))) + -29.54800027721252*((1/(sqrt(r^(-2)*R)^2)) * (1 * r^(-2))),2.064631972171194e-8*((3 * theta^(3)*Gamma^(2))) + 1.1514546251116787e-6*((1/(sqrt(V_inf^(3)*theta^(3)*r^(3)*Gamma^(3))^2)) * (3 * V_inf^(3)*theta^(3)*r^(3)*Gamma^(2)))
-8.804965603030157 + 2.1978213292486704e-4*(sqrt.abs(V_inf^(2)*theta^(2)*r^(3)*R^(-1)*Gamma^(2))) + 6.939887291945174e-2*(log(V_inf^(3)*theta*R^(-3)*Gamma)) + -8.804965603030169*(tanh(V_inf^(2)*r^(-2)*R*Gamma)) + 35.69326039752106*(tanh(r^(2)*R^(-1))),2.1978213292486704e-4*((V_inf^(2)*theta^(2)*r^(3)*R^(-1)*Gamma^(2) / (2*abs(V_inf^(2)*theta^(2)*r^(3)*R^(-1)*Gamma^(2))^(1.5))) * (2 * V_inf*theta^(2)*r^(3)*R^(-1)*Gamma^(2))) + 6.939887291945174e-2*((1/V_inf^(3)*theta*R^(-3)*Gamma) * (3 * V_inf^(2)*theta*R^(-3)*Gamma)) + -8.804965603030169*((1/(cosh(V_inf^(2)*r^(-2)*R*Gamma)^2)) * (2 * V_inf*r^(-2)*R*Gamma)),2.1978213292486704e-4*((V_inf^(2)*theta^(2)*r^(3)*R^(-1)*Gamma^(2) / (2*abs(V_inf^(2)*theta^(2)*r^(3)*R^(-1)*Gamma^(2))^(1.5))) * (2 * V_inf^(2)*theta*r^(3)*R^(-1)*Gamma^(2))) + 6.939887291945174e-2*((1/V_inf^(3)*theta*R^(-3)*Gamma) * (1 * V_inf^(3)*R^(-3)*Gamma)),2.1978213292486704e-4*((V_inf^(2)*theta^(2)*r^(3)*R^(-1)*Gamma^(2) / (2*abs(V_inf^(2)*theta^(2)*r^(3)*R^(-1)*Gamma^(2))^(1.5))) * (3 * V_inf^(2)*theta^(2)*r^(2)*R^(-1)*Gamma^(2))) + -8.804965603030169*((1/(cosh(V_inf^(2)*r^(-2)*R*Gamma)^2)) * (-2 * V_inf^(2)*r^(-3)*R*Gamma)) + 35.69326039752106*((1/(cosh(r^(2)*R^(-1))^2)) * (2 * r*R^(-1))),2.1978213292486704e-4*((V_inf^(2)*theta^(2)*r^(3)*R^(-1)*Gamma^(2) / (2*abs(V_inf^(2)*theta^(2)*r^(3)*R^(-1)*Gamma^(2))^(1.5))) * (-1 * V_inf^(2)*theta^(2)*r^(3)*R^(-2)*Gamma^(2))) + 6.939887291945174e-2*((1/V_inf^(3)*theta*R^(-3)*Gamma) * (-3 * V_inf^(3)*theta*R^(-4)*Gamma)) + -8.804965603030169*((1/(cosh(V_inf^(2)*r^(-2)*R*Gamma)^2)) * (1 * V_inf^(2)*r^(-2)*Gamma)) + 35.69326039752106*((1/(cosh(r^(2)*R^(-1))^2)) * (-1 * r^(2)*R^(-2))),2.1978213292486704e-4*((V_inf^(2)*theta^(2)*r^(3)*R^(-1)*Gamma^(2) / (2*abs(V_inf^(2)*theta^(2)*r^(3)*R^(-1)*Gamma^(2))^(1.5))) * (2 * V_inf^(2)*theta^(2)*r^(3)*R^(-1)*Gamma)) + 6.939887291945174e-2*((1/V_inf^(3)*theta*R^(-3)*Gamma) * (1 * V_inf^(3)*theta*R^(-3))) + -8.804965603030169*((1/(cosh(V_inf^(2)*r^(-2)*R*Gamma)^2)) * (1 * V_inf^(2)*r^(-2)*R))
40.79813863006754 + -28.577482959504145*(sqrt(r^(-2)*R)) + 3.680777310941935e-4*(sqrt.abs(theta^(3)*r^(2)*R^(-1)*Gamma^(3))),,3.680777310941935e-4*((theta^(3)*r^(2)*R^(-1)*Gamma^(3) / (2*abs(theta^(3)*r^(2)*R^(-1)*Gamma^(3))^(1.5))) * (3 * theta^(2)*r^(2)*R^(-1)*Gamma^(3))),-28.577482959504145*((1/(sqrt(r^(-2)*R)^2)) * (-2 * r^(-3)*R)) + 3.680777310941935e-4*((theta^(3)*r^(2)*R^(-1)*Gamma^(3) / (2*abs(theta^(3)*r^(2)*R^(-1)*Gamma^(3))^(1.5))) * (2 * theta^(3)*r*R^(-1)*Gamma^(3))),-28.577482959504145*((1/(sqrt(r^(-2)*R)^2)) * (1 * r^(-2))) + 3.680777310941935e-4*((theta^(3)*r^(2)*R^(-1)*Gamma^(3) / (2*abs(theta^(3)*r^(2)*R^(-1)*Gamma^(3))^(1.5))) * (-1 * theta^(3)*r^(2)*R^(-2)*Gamma^(3))),3.680777310941935e-4*((theta^(3)*r^(2)*R^(-1)*Gamma^(3) / (2*abs(theta^(3)*r^(2)*R^(-1)*Gamma^(3))^(1.5))) * (3 * theta^(3)*r^(2)*R^(-1)*Gamma^(2)))
-6.235519150864048 + -2.1117021961177147*(tanh(r^(-3)*Gamma^(-1))) + -6.23551915086403*(tanh(V_inf*theta^(3)*r^(3)*R^(-1)*Gamma^(3))) + 3.5010100138621585e-3*(sqrt(theta^(3)*r^(2)*R^(-2)*Gamma)) + 31.69221649532277*(tanh(r^(2)*R^(-1))),-6.23551915086403*((1/(cosh(V_inf*theta^(3)*r^(3)*R^(-1)*Gamma^(3))^2)) * (1 * theta^(3)*r^(3)*R^(-1)*Gamma^(3))),-6.23551915086403*((1/(cosh(V_inf*theta^(3)*r^(3)*R^(-1)*Gamma^(3))^2)) * (3 * V_inf*theta^(2)*r^(3)*R^(-1)*Gamma^(3))) + 3.5010100138621585e-3*((1/(sqrt(theta^(3)*r^(2)*R^(-2)*Gamma)^2)) * (3 * theta^(2)*r^(2)*R^(-2)*Gamma)),-2.1117021961177147*((1/(cosh(r^(-3)*Gamma^(-1))^2)) * (-3 * r^(-4)*Gamma^(-1))) + -6.23551915086403*((1/(cosh(V_inf*theta^(3)*r^(3)*R^(-1)*Gamma^(3))^2)) * (3 * V_inf*theta^(3)*r^(2)*R^(-1)*Gamma^(3))) + 3.5010100138621585e-3*((1/(sqrt(theta^(3)*r^(2)*R^(-2)*Gamma)^2)) * (2 * theta^(3)*r*R^(-2)*Gamma)) + 31.69221649532277*((1/(cosh(r^(2)*R^(-1))^2)) * (2 * r*R^(-1))),-6.23551915086403*((1/(cosh(V_inf*theta^(3)*r^(3)*R^(-1)*Gamma^(3))^2)) * (-1 * V_inf*theta^(3)*r^(3)*R^(-2)*Gamma^(3))) + 3.5010100138621585e-3*((1/(sqrt(theta^(3)*r^(2)*R^(-2)*Gamma)^2)) * (-2 * theta^(3)*r^(2)*R^(-3)*Gamma)) + 31.69221649532277*((1/(cosh(r^(2)*R^(-1))^2)) * (-1 * r^(2)*R^(-2))),-2.1117021961177147*((1/(cosh(r^(-3)*Gamma^(-1))^2)) * (-1 * r^(-3)*Gamma^(-2))) + -6.23551915086403*((1/(cosh(V_inf*theta^(3)*r^(3)*R^(-1)*Gamma^(3))^2)) * (3 * V_inf*theta^(3)*r^(3)*R^(-1)*Gamma^(2))) + 3.5010100138621585e-3*((1/(sqrt(theta^(3)*r^(2)*R^(-2)*Gamma)^2)) * (1 * theta^(3)*r^(2)*R^(-2)))
