
-128.33094138034048 + 3.731695236554376e-5*(sqrt.abs(p0^(3)*A^(3)*T0^(-2))) + 2.120877928552438e-3*(sqrt(p0^(2)*A^(2))) + 5.508024689263512e-9*(id(p0^(3)*T0^(-3))) + 968918.3499977955*(sqrt(A*T0^(-3))),3.731695236554376e-5*((p0^(3)*A^(3)*T0^(-2) / (2*abs(p0^(3)*A^(3)*T0^(-2))^(1.5))) * (3 * p0^(2)*A^(3)*T0^(-2))) + 2.120877928552438e-3*((1/(sqrt(p0^(2)*A^(2))^2)) * (2 * p0*A^(2))) + 5.508024689263512e-9*((3 * p0^(2)*T0^(-3))),3.731695236554376e-5*((p0^(3)*A^(3)*T0^(-2) / (2*abs(p0^(3)*A^(3)*T0^(-2))^(1.5))) * (3 * p0^(3)*A^(2)*T0^(-2))) + 2.120877928552438e-3*((1/(sqrt(p0^(2)*A^(2))^2)) * (2 * p0^(2)*A)) + 968918.3499977955*((1/(sqrt(A*T0^(-3))^2)) * (1 * T0^(-3))),3.731695236554376e-5*((p0^(3)*A^(3)*T0^(-2) / (2*abs(p0^(3)*A^(3)*T0^(-2))^(1.5))) * (-2 * p0^(3)*A^(3)*T0^(-3))) + 5.508024689263512e-9*((-3 * p0^(3)*T0^(-4))) + 968918.3499977955*((1/(sqrt(A*T0^(-3))^2)) * (-3 * A*T0^(-4)))
132.63067723303686 + -3.187905753326738e-12*(id(p0^(3)*A^(3)*T0^(-2))) + 2.7045586931693146e-9*(id(p0^(3)*T0^(-3))) + -136.49874469850883*(tanh(A^(-1))) + 3.907012191694426e-2*(sqrt(p0^(2)*A^(2)*T0^(-1))),-3.187905753326738e-12*((3 * p0^(2)*A^(3)*T0^(-2))) + 2.7045586931693146e-9*((3 * p0^(2)*T0^(-3))) + 3.907012191694426e-2*((1/(sqrt(p0^(2)*A^(2)*T0^(-1))^2)) * (2 * p0*A^(2)*T0^(-1))),-3.187905753326738e-12*((3 * p0^(3)*A^(2)*T0^(-2))) + -136.49874469850883*((1/(cosh(A^(-1))^2)) * (-1 * A^(-2))) + 3.907012191694426e-2*((1/(sqrt(p0^(2)*A^(2)*T0^(-1))^2)) * (2 * p0^(2)*A*T0^(-1))),-3.187905753326738e-12*((-2 * p0^(3)*A^(3)*T0^(-3))) + 2.7045586931693146e-9*((-3 * p0^(3)*T0^(-4))) + 3.907012191694426e-2*((1/(sqrt(p0^(2)*A^(2)*T0^(-1))^2)) * (-1 * p0^(2)*A^(2)*T0^(-2)))
361.6830107327591 + 1.590158037602474e-6*(sqrt(p0^(3)*A^(2))) + 15.72200266058276*(sqrt(p0*A^(2)*T0^(-1))) + -24.77841824809343*(sqrt.abs(T0)) + 1.5155237509916395e-10*(id(p0^(2))),1.590158037602474e-6*((1/(sqrt(p0^(3)*A^(2))^2)) * (3 * p0^(2)*A^(2))) + 15.72200266058276*((1/(sqrt(p0*A^(2)*T0^(-1))^2)) * (1 * A^(2)*T0^(-1))) + 1.5155237509916395e-10*((2 * p0)),1.590158037602474e-6*((1/(sqrt(p0^(3)*A^(2))^2)) * (2 * p0^(3)*A)) + 15.72200266058276*((1/(sqrt(p0*A^(2)*T0^(-1))^2)) * (2 * p0*A*T0^(-1))),15.72200266058276*((1/(sqrt(p0*A^(2)*T0^(-1))^2)) * (-1 * p0*A^(2)*T0^(-2))) + -24.77841824809343*((T0 / (2*abs(T0)^(1.5))) * 1)
-2.0376276203788803e9 + 2.158061045577974e-3*(sqrt(p0^(2)*A^(2))) + 1.4531951160564314e-3*(sqrt(p0^(3)*A*T0^(-3))) + -88.48148330883663*(exp(p0*A^(3)*T0^(-3))) + 2.0376276493322167e9*(exp(A*T0^(-3))),2.158061045577974e-3*((1/(sqrt(p0^(2)*A^(2))^2)) * (2 * p0*A^(2))) + 1.4531951160564314e-3*((1/(sqrt(p0^(3)*A*T0^(-3))^2)) * (3 * p0^(2)*A*T0^(-3))) + -88.48148330883663*(exp(p0*A^(3)*T0^(-3)) * (1 * A^(3)*T0^(-3))),2.158061045577974e-3*((1/(sqrt(p0^(2)*A^(2))^2)) * (2 * p0^(2)*A)) + 1.4531951160564314e-3*((1/(sqrt(p0^(3)*A*T0^(-3))^2)) * (1 * p0^(3)*T0^(-3))) + -88.48148330883663*(exp(p0*A^(3)*T0^(-3)) * (3 * p0*A^(2)*T0^(-3))) + 2.0376276493322167e9*(exp(A*T0^(-3)) * (1 * T0^(-3))),1.4531951160564314e-3*((1/(sqrt(p0^(3)*A*T0^(-3))^2)) * (-3 * p0^(3)*A*T0^(-4))) + -88.48148330883663*(exp(p0*A^(3)*T0^(-3)) * (-3 * p0*A^(3)*T0^(-4))) + 2.0376276493322167e9*(exp(A*T0^(-3)) * (-3 * A*T0^(-4)))
-0.10706306911147645 + -2.3582191328388004e-14*(id(p0^(3)*A^(3)*T0^(-1))) + 1.4957168211798135*(log(p0^(-2)*T0^(2))) + 4.147730630060051e-2*(sqrt(p0^(2)*A^(2)*T0^(-1))) + 6.750011838888773e-15*(id(p0^(3)*A^(-1)*T0^(-1))),-2.3582191328388004e-14*((3 * p0^(2)*A^(3)*T0^(-1))) + 1.4957168211798135*((1/p0^(-2)*T0^(2)) * (-2 * p0^(-3)*T0^(2))) + 4.147730630060051e-2*((1/(sqrt(p0^(2)*A^(2)*T0^(-1))^2)) * (2 * p0*A^(2)*T0^(-1))) + 6.750011838888773e-15*((3 * p0^(2)*A^(-1)*T0^(-1))),-2.3582191328388004e-14*((3 * p0^(3)*A^(2)*T0^(-1))) + 4.147730630060051e-2*((1/(sqrt(p0^(2)*A^(2)*T0^(-1))^2)) * (2 * p0^(2)*A*T0^(-1))) + 6.750011838888773e-15*((-1 * p0^(3)*A^(-2)*T0^(-1))),-2.3582191328388004e-14*((-1 * p0^(3)*A^(3)*T0^(-2))) + 1.4957168211798135*((1/p0^(-2)*T0^(2)) * (2 * p0^(-2)*T0)) + 4.147730630060051e-2*((1/(sqrt(p0^(2)*A^(2)*T0^(-1))^2)) * (-1 * p0^(2)*A^(2)*T0^(-2))) + 6.750011838888773e-15*((-1 * p0^(3)*A^(-1)*T0^(-2)))
25.183930462943607 + -16.22860118670397*(log(A^(-3))) + 4.386650698817282e-8*(id(p0^(2)*T0^(-1))) + 3.7924505856648486e-2*(sqrt(p0^(2)*A^(2)*T0^(-1))) + 18751.75860752877*(tanh(p0^(-1)*A^(2)*T0)),4.386650698817282e-8*((2 * p0*T0^(-1))) + 3.7924505856648486e-2*((1/(sqrt(p0^(2)*A^(2)*T0^(-1))^2)) * (2 * p0*A^(2)*T0^(-1))) + 18751.75860752877*((1/(cosh(p0^(-1)*A^(2)*T0)^2)) * (-1 * p0^(-2)*A^(2)*T0)),-16.22860118670397*((1/A^(-3)) * (-3 * A^(-4))) + 3.7924505856648486e-2*((1/(sqrt(p0^(2)*A^(2)*T0^(-1))^2)) * (2 * p0^(2)*A*T0^(-1))) + 18751.75860752877*((1/(cosh(p0^(-1)*A^(2)*T0)^2)) * (2 * p0^(-1)*A*T0)),4.386650698817282e-8*((-1 * p0^(2)*T0^(-2))) + 3.7924505856648486e-2*((1/(sqrt(p0^(2)*A^(2)*T0^(-1))^2)) * (-1 * p0^(2)*A^(2)*T0^(-2))) + 18751.75860752877*((1/(cosh(p0^(-1)*A^(2)*T0)^2)) * (1 * p0^(-1)*A^(2)))
-102.39419898270256 + 3.904101547437479e-9*(id(p0^(3)*T0^(-3))) + 661666.0270016532*(sqrt.abs(A*T0^(-3))) + 1.472451222937105e-3*(sqrt(p0^(2)*A^(2))) + 1.4028719283250977e-2*(sqrt.abs(p0^(2)*A^(2)*T0^(-1))),3.904101547437479e-9*((3 * p0^(2)*T0^(-3))) + 1.472451222937105e-3*((1/(sqrt(p0^(2)*A^(2))^2)) * (2 * p0*A^(2))) + 1.4028719283250977e-2*((p0^(2)*A^(2)*T0^(-1) / (2*abs(p0^(2)*A^(2)*T0^(-1))^(1.5))) * (2 * p0*A^(2)*T0^(-1))),661666.0270016532*((A*T0^(-3) / (2*abs(A*T0^(-3))^(1.5))) * (1 * T0^(-3))) + 1.472451222937105e-3*((1/(sqrt(p0^(2)*A^(2))^2)) * (2 * p0^(2)*A)) + 1.4028719283250977e-2*((p0^(2)*A^(2)*T0^(-1) / (2*abs(p0^(2)*A^(2)*T0^(-1))^(1.5))) * (2 * p0^(2)*A*T0^(-1))),3.904101547437479e-9*((-3 * p0^(3)*T0^(-4))) + 661666.0270016532*((A*T0^(-3) / (2*abs(A*T0^(-3))^(1.5))) * (-3 * A*T0^(-4))) + 1.4028719283250977e-2*((p0^(2)*A^(2)*T0^(-1) / (2*abs(p0^(2)*A^(2)*T0^(-1))^(1.5))) * (-1 * p0^(2)*A^(2)*T0^(-2)))
68.55890985550229 + 2.308650139743944e-5*(sqrt(p0^(3)*A^(2)*T0^(-1))) + 2.864882366481198e-7*(sqrt(p0^(3)*A)) + -118.67975803245565*(exp(p0*A^(3)*T0^(-3))) + 15.943550457670714*(sqrt(p0*A^(2)*T0^(-1))),2.308650139743944e-5*((1/(sqrt(p0^(3)*A^(2)*T0^(-1))^2)) * (3 * p0^(2)*A^(2)*T0^(-1))) + 2.864882366481198e-7*((1/(sqrt(p0^(3)*A)^2)) * (3 * p0^(2)*A)) + -118.67975803245565*(exp(p0*A^(3)*T0^(-3)) * (1 * A^(3)*T0^(-3))) + 15.943550457670714*((1/(sqrt(p0*A^(2)*T0^(-1))^2)) * (1 * A^(2)*T0^(-1))),2.308650139743944e-5*((1/(sqrt(p0^(3)*A^(2)*T0^(-1))^2)) * (2 * p0^(3)*A*T0^(-1))) + 2.864882366481198e-7*((1/(sqrt(p0^(3)*A)^2)) * (1 * p0^(3))) + -118.67975803245565*(exp(p0*A^(3)*T0^(-3)) * (3 * p0*A^(2)*T0^(-3))) + 15.943550457670714*((1/(sqrt(p0*A^(2)*T0^(-1))^2)) * (2 * p0*A*T0^(-1))),2.308650139743944e-5*((1/(sqrt(p0^(3)*A^(2)*T0^(-1))^2)) * (-1 * p0^(3)*A^(2)*T0^(-2))) + -118.67975803245565*(exp(p0*A^(3)*T0^(-3)) * (-3 * p0*A^(3)*T0^(-4))) + 15.943550457670714*((1/(sqrt(p0*A^(2)*T0^(-1))^2)) * (-1 * p0*A^(2)*T0^(-2)))
-66.35218604225545 + 0.4820031919940573*(sqrt.abs(p0*A)) + -58.26655846296521*(tanh(A^(-3))) + 2.6288357470960754e-5*(sqrt(p0^(3)*A^(2)*T0^(-1))) + 10.200529186246136*(sqrt(p0*A^(2)*T0^(-1))),0.4820031919940573*((p0*A / (2*abs(p0*A)^(1.5))) * (1 * A)) + 2.6288357470960754e-5*((1/(sqrt(p0^(3)*A^(2)*T0^(-1))^2)) * (3 * p0^(2)*A^(2)*T0^(-1))) + 10.200529186246136*((1/(sqrt(p0*A^(2)*T0^(-1))^2)) * (1 * A^(2)*T0^(-1))),0.4820031919940573*((p0*A / (2*abs(p0*A)^(1.5))) * (1 * p0)) + -58.26655846296521*((1/(cosh(A^(-3))^2)) * (-3 * A^(-4))) + 2.6288357470960754e-5*((1/(sqrt(p0^(3)*A^(2)*T0^(-1))^2)) * (2 * p0^(3)*A*T0^(-1))) + 10.200529186246136*((1/(sqrt(p0*A^(2)*T0^(-1))^2)) * (2 * p0*A*T0^(-1))),2.6288357470960754e-5*((1/(sqrt(p0^(3)*A^(2)*T0^(-1))^2)) * (-1 * p0^(3)*A^(2)*T0^(-2))) + 10.200529186246136*((1/(sqrt(p0*A^(2)*T0^(-1))^2)) * (-1 * p0*A^(2)*T0^(-2)))
-762.1916522900401 + -3389.2486457697087*(tan(A^(2)*T0^(-1))) + 2.244583574878457e-6*(sqrt.abs(p0^(3)*A^(2))) + 124746.3663266511*(sqrt(A^(2)*T0^(-2))) + 26.67926161908791*(log(p0^(3)*T0^(-2))),2.244583574878457e-6*((p0^(3)*A^(2) / (2*abs(p0^(3)*A^(2))^(1.5))) * (3 * p0^(2)*A^(2))) + 26.67926161908791*((1/p0^(3)*T0^(-2)) * (3 * p0^(2)*T0^(-2))),-3389.2486457697087*((1 / (cos(A^(2)*T0^(-1))^2)) * (2 * A*T0^(-1))) + 2.244583574878457e-6*((p0^(3)*A^(2) / (2*abs(p0^(3)*A^(2))^(1.5))) * (2 * p0^(3)*A)) + 124746.3663266511*((1/(sqrt(A^(2)*T0^(-2))^2)) * (2 * A*T0^(-2))),-3389.2486457697087*((1 / (cos(A^(2)*T0^(-1))^2)) * (-1 * A^(2)*T0^(-2))) + 124746.3663266511*((1/(sqrt(A^(2)*T0^(-2))^2)) * (-2 * A^(2)*T0^(-3))) + 26.67926161908791*((1/p0^(3)*T0^(-2)) * (-2 * p0^(3)*T0^(-3)))
