name,time,RMSE_train,RMSE_test,MAE_train,MAE_test,NMSE_train,NMSE_test,r2_train,r2_test
results/aircraft_noise,3,9.280913415421109e-2,0.10592235001644675,7.317748410375813e-2,8.777437137751704e-2,6.474072623227802e-3,8.842647571375175e-3,0.9935259273767721,0.9911573524286248
results/aircraft_noise,3,6.643116507629288e-2,8.297205325895757e-2,5.21352480516179e-2,6.441017247265271e-2,3.3169571656689483e-3,5.425887390168742e-3,0.9966830428343311,0.9945741126098313
results/aircraft_noise,3,7.774820623304254e-2,9.954617415917354e-2,6.1810856077998945e-2,8.044742518523579e-2,4.54335718170832e-3,7.8100937714736945e-3,0.9954566428182917,0.9921899062285263
results/aircraft_noise,3,7.71046148870469e-2,9.271705176727103e-2,6.302871930622074e-2,7.750131361718281e-2,4.46844965767305e-3,6.775265649506193e-3,0.995531550342327,0.9932247343504939
results/aircraft_noise,3,0.11462442233822599,0.14655191850152202,9.405553195058854e-2,0.11603679157753405,9.875303341251779e-3,1.6927394567418992e-2,0.9901246966587482,0.983072605432581
results/aircraft_noise,2,0.11246771616615123,0.12556950755286514,9.212076262160764e-2,9.815033842560568e-2,9.507183517004112e-3,1.2427262825126994e-2,0.9904928164829959,0.987572737174873
results/aircraft_noise,3,6.863238727811741e-2,8.23955107066504e-2,5.6864786853432464e-2,6.629089637567663e-2,3.540416333627754e-3,5.350744344039055e-3,0.9964595836663722,0.994649255655961
results/aircraft_noise,3,7.186738015029219e-2,8.358106226829388e-2,5.7349599015149494e-2,6.668130842428648e-2,3.882037725828606e-3,5.50583096774135e-3,0.9961179622741714,0.9944941690322586
results/aircraft_noise,4,7.062067840954854e-2,7.613622580405484e-2,5.730507007656668e-2,6.181748290121429e-2,3.748520543158704e-3,4.568670002520171e-3,0.9962514794568413,0.9954313299974799
results/aircraft_noise,4,7.264091750244636e-2,7.923502617834584e-2,5.931024827383036e-2,6.351116958388833e-2,3.9660553118386005e-3,4.948134689174168e-3,0.9960339446881614,0.9950518653108258
