name,time,RMSE_train,RMSE_test,MAE_train,MAE_test,NMSE_train,NMSE_test,r2_train,r2_test
results/RocketFuel,111,3.36941013536785e-12,3.914477373370895e-12,2.5704594008857384e-12,2.9706370696658267e-12,8.477527317794221e-29,9.223291669406472e-29,1.0,1.0
results/RocketFuel,93,3.3525861004524716e-12,4.073052101263195e-12,2.5352164811920375e-12,3.12070369545836e-12,8.393079220672556e-29,9.985695056470782e-29,1.0,1.0
results/RocketFuel,92,3.354859863465396e-12,4.1554988592067645e-12,2.5715962692629547e-12,3.1604940886609257e-12,8.404467649770107e-29,1.0394047646134104e-28,1.0,1.0
results/RocketFuel,116,3.2748716589604145e-12,4.0877809508786224e-12,2.45449882640969e-12,3.1866420613368974e-12,8.008478458352744e-29,1.0058045581977906e-28,1.0,1.0
results/RocketFuel,90,3.2998963281257435e-12,4.145191102260277e-12,2.403339749434963e-12,3.1081981433089822e-12,8.131338375650892e-29,1.0342546519375272e-28,1.0,1.0
results/RocketFuel,90,3.3456782788296343e-12,4.085835988505735e-12,2.505657903384417e-12,3.1900526664685456e-12,8.35852788493592e-29,1.004847664150761e-28,1.0,1.0
results/RocketFuel,76,3.3230995207115948e-12,4.223232673824937e-12,2.52271092904266e-12,3.24803295370657e-12,8.246091275625361e-29,1.073565104129731e-28,1.0,1.0
results/RocketFuel,91,3.2596813815395785e-12,4.0871169214491845e-12,2.4135715648299084e-12,2.9592683858936654e-12,7.934357157107672e-29,1.0054778138890488e-28,1.0,1.0
results/RocketFuel,87,3.2786779420994432e-12,4.137669903988822e-12,2.546585164964199e-12,3.1946001399774106e-12,8.027105295775009e-29,1.0305048720133944e-28,1.0,1.0
results/RocketFuel,87,3.3191300128992393e-12,4.027563817757118e-12,2.509068508516066e-12,3.0240698833949866e-12,8.226402804982138e-29,9.763897907846256e-29,1.0,1.0
