name,time,RMSE_train,RMSE_test,MAE_train,MAE_test,NMSE_train,NMSE_test,r2_train,r2_test
results/FlowPsi_noise,18,1.2102754533548292,1.2916831646478462,0.9649086546866453,1.0304076468753416,5.041968073629635e-2,4.574861708043775e-2,0.9495803192637037,0.9542513829195622
results/FlowPsi_noise,29,1.3468756247667604,1.6202233719835604,1.1215378480976006,1.1990338917056969,6.2443412323872176e-2,7.198064889187321e-2,0.9375565876761278,0.9280193511081268
results/FlowPsi_noise,26,1.3372470778263996,1.3023667214221455,1.0907287976816633,1.0954137693835309,6.155381235597764e-2,4.6508523578291924e-2,0.9384461876440223,0.9534914764217081
results/FlowPsi_noise,32,1.3565873627111558,1.4014821304413112,1.1114829387122624,1.150447587339258,6.334716381002047e-2,5.3856868951907944e-2,0.9366528361899795,0.946143131048092
results/FlowPsi_noise,39,1.2810349422691825,1.4521982732576193,1.0563548945894232,1.1115606208886761,5.648766112938219e-2,5.7825287960303735e-2,0.9435123388706178,0.9421747120396963
results/FlowPsi_noise,25,1.3737351339527561,1.6968689276862101,1.131499496659603,1.2316428018579952,6.495874900820278e-2,7.895189645334444e-2,0.9350412509917972,0.9210481035466556
results/FlowPsi_noise,27,1.2776698749077926,1.3385085753979924,1.0085494516324578,1.0749258457776207,5.61912833837866e-2,4.91256475362778e-2,0.9438087166162135,0.9508743524637222
results/FlowPsi_noise,27,1.4082116556434543,1.621675906543339,1.1750902608338907,1.2928773836605236,6.826019277135874e-2,7.210976843007928e-2,0.9317398072286412,0.9278902315699207
results/FlowPsi_noise,37,1.4264172996529312,1.37543964282841,1.1385680122558666,1.1278211341125943,7.003656472062808e-2,5.187391748867559e-2,0.929963435279372,0.9481260825113245
results/FlowPsi_noise,46,1.246097127774642,1.3929188664839895,0.9535916182831573,1.0873221345815294,5.3448488881110555e-2,5.3200732704031355e-2,0.9465515111188895,0.9467992672959686
