
-185.1679168422339 + 2.85152657990866e-4*(id(Gamma^(3))) + 31.05716483003672*(id(r^(2))) + 182.85409176290509*(tanh(R^(-1))) + 8.49817692378525e-2*(sqrt.abs(theta^(2)*r*R^(-2))),,8.49817692378525e-2*((theta^(2)*r*R^(-2) / (2*abs(theta^(2)*r*R^(-2))^(1.5))) * (2 * theta*r*R^(-2))),31.05716483003672*((2 * r)) + 8.49817692378525e-2*((theta^(2)*r*R^(-2) / (2*abs(theta^(2)*r*R^(-2))^(1.5))) * (1 * theta^(2)*R^(-2))),182.85409176290509*((1/(cosh(R^(-1))^2)) * (-1 * R^(-2))) + 8.49817692378525e-2*((theta^(2)*r*R^(-2) / (2*abs(theta^(2)*r*R^(-2))^(1.5))) * (-2 * theta^(2)*r*R^(-3))),2.85152657990866e-4*((3 * Gamma^(2)))
21.104211509704637 + 21.104213512148604*(exp(V_inf^(-2)*theta^(-1)*r^(3)*R*Gamma^(-2))) + 3.835476059604698e-8*(id(theta^(3)*Gamma^(3))) + 3.850638438326615e-7*(id(V_inf*theta^(2)*R^(-1)*Gamma)) + -29.754799831993395*(sqrt.abs(r^(-2)*R)),21.104213512148604*(exp(V_inf^(-2)*theta^(-1)*r^(3)*R*Gamma^(-2)) * (-2 * V_inf^(-3)*theta^(-1)*r^(3)*R*Gamma^(-2))) + 3.850638438326615e-7*((1 * theta^(2)*R^(-1)*Gamma)),21.104213512148604*(exp(V_inf^(-2)*theta^(-1)*r^(3)*R*Gamma^(-2)) * (-1 * V_inf^(-2)*theta^(-2)*r^(3)*R*Gamma^(-2))) + 3.835476059604698e-8*((3 * theta^(2)*Gamma^(3))) + 3.850638438326615e-7*((2 * V_inf*theta*R^(-1)*Gamma)),21.104213512148604*(exp(V_inf^(-2)*theta^(-1)*r^(3)*R*Gamma^(-2)) * (3 * V_inf^(-2)*theta^(-1)*r^(2)*R*Gamma^(-2))) + -29.754799831993395*((r^(-2)*R / (2*abs(r^(-2)*R)^(1.5))) * (-2 * r^(-3)*R)),21.104213512148604*(exp(V_inf^(-2)*theta^(-1)*r^(3)*R*Gamma^(-2)) * (1 * V_inf^(-2)*theta^(-1)*r^(3)*Gamma^(-2))) + 3.850638438326615e-7*((-1 * V_inf*theta^(2)*R^(-2)*Gamma)) + -29.754799831993395*((r^(-2)*R / (2*abs(r^(-2)*R)^(1.5))) * (1 * r^(-2))),21.104213512148604*(exp(V_inf^(-2)*theta^(-1)*r^(3)*R*Gamma^(-2)) * (-2 * V_inf^(-2)*theta^(-1)*r^(3)*R*Gamma^(-3))) + 3.835476059604698e-8*((3 * theta^(3)*Gamma^(2))) + 3.850638438326615e-7*((1 * V_inf*theta^(2)*R^(-1)))
-8.62264636592463 + 0.8551260580427267*(sqrt(theta*r^(3))) + 5.028652089477978e-4*(sqrt(theta^(3)*r^(3)*R^(-1)*Gamma^(3))) + -8.622646365924645*(tanh(theta^(3)*r^(-2)*R^(-2)*Gamma^(3))) + 35.4633821376087*(tanh(r^(2)*R^(-1))),,0.8551260580427267*((1/(sqrt(theta*r^(3))^2)) * (1 * r^(3))) + 5.028652089477978e-4*((1/(sqrt(theta^(3)*r^(3)*R^(-1)*Gamma^(3))^2)) * (3 * theta^(2)*r^(3)*R^(-1)*Gamma^(3))) + -8.622646365924645*((1/(cosh(theta^(3)*r^(-2)*R^(-2)*Gamma^(3))^2)) * (3 * theta^(2)*r^(-2)*R^(-2)*Gamma^(3))),0.8551260580427267*((1/(sqrt(theta*r^(3))^2)) * (3 * theta*r^(2))) + 5.028652089477978e-4*((1/(sqrt(theta^(3)*r^(3)*R^(-1)*Gamma^(3))^2)) * (3 * theta^(3)*r^(2)*R^(-1)*Gamma^(3))) + -8.622646365924645*((1/(cosh(theta^(3)*r^(-2)*R^(-2)*Gamma^(3))^2)) * (-2 * theta^(3)*r^(-3)*R^(-2)*Gamma^(3))) + 35.4633821376087*((1/(cosh(r^(2)*R^(-1))^2)) * (2 * r*R^(-1))),5.028652089477978e-4*((1/(sqrt(theta^(3)*r^(3)*R^(-1)*Gamma^(3))^2)) * (-1 * theta^(3)*r^(3)*R^(-2)*Gamma^(3))) + -8.622646365924645*((1/(cosh(theta^(3)*r^(-2)*R^(-2)*Gamma^(3))^2)) * (-2 * theta^(3)*r^(-2)*R^(-3)*Gamma^(3))) + 35.4633821376087*((1/(cosh(r^(2)*R^(-1))^2)) * (-1 * r^(2)*R^(-2))),5.028652089477978e-4*((1/(sqrt(theta^(3)*r^(3)*R^(-1)*Gamma^(3))^2)) * (3 * theta^(3)*r^(3)*R^(-1)*Gamma^(2))) + -8.622646365924645*((1/(cosh(theta^(3)*r^(-2)*R^(-2)*Gamma^(3))^2)) * (3 * theta^(3)*r^(-2)*R^(-2)*Gamma^(2)))
40.0158999032291 + 1.7933051672005876e-9*(id(V_inf^(3)*r^(2)*R^(-1)*Gamma^(3))) + -6.316345578430131*(tanh(r^(-3)*R^(3))) + -24.810556061102854*(sqrt.abs(r^(-2)*R)) + 3.741725574374268e-6*(exp(Gamma)),1.7933051672005876e-9*((3 * V_inf^(2)*r^(2)*R^(-1)*Gamma^(3))),,1.7933051672005876e-9*((2 * V_inf^(3)*r*R^(-1)*Gamma^(3))) + -6.316345578430131*((1/(cosh(r^(-3)*R^(3))^2)) * (-3 * r^(-4)*R^(3))) + -24.810556061102854*((r^(-2)*R / (2*abs(r^(-2)*R)^(1.5))) * (-2 * r^(-3)*R)),1.7933051672005876e-9*((-1 * V_inf^(3)*r^(2)*R^(-2)*Gamma^(3))) + -6.316345578430131*((1/(cosh(r^(-3)*R^(3))^2)) * (3 * r^(-3)*R^(2))) + -24.810556061102854*((r^(-2)*R / (2*abs(r^(-2)*R)^(1.5))) * (1 * r^(-2))),1.7933051672005876e-9*((3 * V_inf^(3)*r^(2)*R^(-1)*Gamma^(2))) + 3.741725574374268e-6*(exp(Gamma) * 1)
-15.886749092816222 + 1.1867791870257219e-5*(sqrt.abs(V_inf^(3)*theta^(3)*r*R^(-2))) + 6.88172836528186e-4*(sqrt.abs(V_inf^(2)*theta*r^(3)*R^(-2)*Gamma)) + 1.6786016587661236e-9*(id(V_inf^(3)*Gamma^(3))) + 34.13713526866631*(tanh(r^(2)*R^(-1))),1.1867791870257219e-5*((V_inf^(3)*theta^(3)*r*R^(-2) / (2*abs(V_inf^(3)*theta^(3)*r*R^(-2))^(1.5))) * (3 * V_inf^(2)*theta^(3)*r*R^(-2))) + 6.88172836528186e-4*((V_inf^(2)*theta*r^(3)*R^(-2)*Gamma / (2*abs(V_inf^(2)*theta*r^(3)*R^(-2)*Gamma)^(1.5))) * (2 * V_inf*theta*r^(3)*R^(-2)*Gamma)) + 1.6786016587661236e-9*((3 * V_inf^(2)*Gamma^(3))),1.1867791870257219e-5*((V_inf^(3)*theta^(3)*r*R^(-2) / (2*abs(V_inf^(3)*theta^(3)*r*R^(-2))^(1.5))) * (3 * V_inf^(3)*theta^(2)*r*R^(-2))) + 6.88172836528186e-4*((V_inf^(2)*theta*r^(3)*R^(-2)*Gamma / (2*abs(V_inf^(2)*theta*r^(3)*R^(-2)*Gamma)^(1.5))) * (1 * V_inf^(2)*r^(3)*R^(-2)*Gamma)),1.1867791870257219e-5*((V_inf^(3)*theta^(3)*r*R^(-2) / (2*abs(V_inf^(3)*theta^(3)*r*R^(-2))^(1.5))) * (1 * V_inf^(3)*theta^(3)*R^(-2))) + 6.88172836528186e-4*((V_inf^(2)*theta*r^(3)*R^(-2)*Gamma / (2*abs(V_inf^(2)*theta*r^(3)*R^(-2)*Gamma)^(1.5))) * (3 * V_inf^(2)*theta*r^(2)*R^(-2)*Gamma)) + 34.13713526866631*((1/(cosh(r^(2)*R^(-1))^2)) * (2 * r*R^(-1))),1.1867791870257219e-5*((V_inf^(3)*theta^(3)*r*R^(-2) / (2*abs(V_inf^(3)*theta^(3)*r*R^(-2))^(1.5))) * (-2 * V_inf^(3)*theta^(3)*r*R^(-3))) + 6.88172836528186e-4*((V_inf^(2)*theta*r^(3)*R^(-2)*Gamma / (2*abs(V_inf^(2)*theta*r^(3)*R^(-2)*Gamma)^(1.5))) * (-2 * V_inf^(2)*theta*r^(3)*R^(-3)*Gamma)) + 34.13713526866631*((1/(cosh(r^(2)*R^(-1))^2)) * (-1 * r^(2)*R^(-2))),6.88172836528186e-4*((V_inf^(2)*theta*r^(3)*R^(-2)*Gamma / (2*abs(V_inf^(2)*theta*r^(3)*R^(-2)*Gamma)^(1.5))) * (1 * V_inf^(2)*theta*r^(3)*R^(-2))) + 1.6786016587661236e-9*((3 * V_inf^(3)*Gamma^(2)))
18.63620196909726 + 6.686438246337811e-3*(id(V_inf*theta*r^(2))) + -19.69627342221674*(tanh(r^(-3)*R^(2))) + 1.14362331331977e-5*(id(V_inf*Gamma^(3))),6.686438246337811e-3*((1 * theta*r^(2))) + 1.14362331331977e-5*((1 * Gamma^(3))),6.686438246337811e-3*((1 * V_inf*r^(2))),6.686438246337811e-3*((2 * V_inf*theta*r)) + -19.69627342221674*((1/(cosh(r^(-3)*R^(2))^2)) * (-3 * r^(-4)*R^(2))),-19.69627342221674*((1/(cosh(r^(-3)*R^(2))^2)) * (2 * r^(-3)*R)),1.14362331331977e-5*((3 * V_inf*Gamma^(2)))
-13.32389502355147 + 3.433354975223025e-7*(id(V_inf^(2)*theta*R^(-2))) + 1.8085207014814162*(sqrt(theta*r^(3)*R^(-1))) + 23.8996831228822*(tanh(r^(2)*R^(-1))),3.433354975223025e-7*((2 * V_inf*theta*R^(-2))),3.433354975223025e-7*((1 * V_inf^(2)*R^(-2))) + 1.8085207014814162*((1/(sqrt(theta*r^(3)*R^(-1))^2)) * (1 * r^(3)*R^(-1))),1.8085207014814162*((1/(sqrt(theta*r^(3)*R^(-1))^2)) * (3 * theta*r^(2)*R^(-1))) + 23.8996831228822*((1/(cosh(r^(2)*R^(-1))^2)) * (2 * r*R^(-1))),3.433354975223025e-7*((-2 * V_inf^(2)*theta*R^(-3))) + 1.8085207014814162*((1/(sqrt(theta*r^(3)*R^(-1))^2)) * (-1 * theta*r^(3)*R^(-2))) + 23.8996831228822*((1/(cosh(r^(2)*R^(-1))^2)) * (-1 * r^(2)*R^(-2))),
5.846136894246273 + 9.699172709195841e-5*(sqrt(theta^(3)*R^(-2)*Gamma^(3))) + -12.604028506713727*(tanh(r^(-3)*R^(3))) + 17.83076857144329*(tanh(r^(3)*R^(-1))),,9.699172709195841e-5*((1/(sqrt(theta^(3)*R^(-2)*Gamma^(3))^2)) * (3 * theta^(2)*R^(-2)*Gamma^(3))),-12.604028506713727*((1/(cosh(r^(-3)*R^(3))^2)) * (-3 * r^(-4)*R^(3))) + 17.83076857144329*((1/(cosh(r^(3)*R^(-1))^2)) * (3 * r^(2)*R^(-1))),9.699172709195841e-5*((1/(sqrt(theta^(3)*R^(-2)*Gamma^(3))^2)) * (-2 * theta^(3)*R^(-3)*Gamma^(3))) + -12.604028506713727*((1/(cosh(r^(-3)*R^(3))^2)) * (3 * r^(-3)*R^(2))) + 17.83076857144329*((1/(cosh(r^(3)*R^(-1))^2)) * (-1 * r^(3)*R^(-2))),9.699172709195841e-5*((1/(sqrt(theta^(3)*R^(-2)*Gamma^(3))^2)) * (3 * theta^(3)*R^(-2)*Gamma^(2)))
37.39466717994128 + 2.534575068814217e-4*(sqrt.abs(theta^(3)*R^(-2)*Gamma)) + 1.9751988943645495e-3*(sqrt(theta^(3)*r^(3)*R^(-1)*Gamma^(2))) + -26.400729112889746*(sqrt.abs(r^(-2)*R)),,2.534575068814217e-4*((theta^(3)*R^(-2)*Gamma / (2*abs(theta^(3)*R^(-2)*Gamma)^(1.5))) * (3 * theta^(2)*R^(-2)*Gamma)) + 1.9751988943645495e-3*((1/(sqrt(theta^(3)*r^(3)*R^(-1)*Gamma^(2))^2)) * (3 * theta^(2)*r^(3)*R^(-1)*Gamma^(2))),1.9751988943645495e-3*((1/(sqrt(theta^(3)*r^(3)*R^(-1)*Gamma^(2))^2)) * (3 * theta^(3)*r^(2)*R^(-1)*Gamma^(2))) + -26.400729112889746*((r^(-2)*R / (2*abs(r^(-2)*R)^(1.5))) * (-2 * r^(-3)*R)),2.534575068814217e-4*((theta^(3)*R^(-2)*Gamma / (2*abs(theta^(3)*R^(-2)*Gamma)^(1.5))) * (-2 * theta^(3)*R^(-3)*Gamma)) + 1.9751988943645495e-3*((1/(sqrt(theta^(3)*r^(3)*R^(-1)*Gamma^(2))^2)) * (-1 * theta^(3)*r^(3)*R^(-2)*Gamma^(2))) + -26.400729112889746*((r^(-2)*R / (2*abs(r^(-2)*R)^(1.5))) * (1 * r^(-2))),2.534575068814217e-4*((theta^(3)*R^(-2)*Gamma / (2*abs(theta^(3)*R^(-2)*Gamma)^(1.5))) * (1 * theta^(3)*R^(-2))) + 1.9751988943645495e-3*((1/(sqrt(theta^(3)*r^(3)*R^(-1)*Gamma^(2))^2)) * (2 * theta^(3)*r^(3)*R^(-1)*Gamma))
-7.961581626913956 + -7.961581626937504*(tanh(theta*Gamma^(2))) + 3.301238188772735e-3*(sqrt.abs(V_inf*theta^(2)*r*R^(-2))) + 34.31143199635339*(tanh(r^(2)*R^(-1))) + 4.933015307386238e-4*(sqrt(theta^(3)*r^(3)*R^(-1)*Gamma^(3))),3.301238188772735e-3*((V_inf*theta^(2)*r*R^(-2) / (2*abs(V_inf*theta^(2)*r*R^(-2))^(1.5))) * (1 * theta^(2)*r*R^(-2))),-7.961581626937504*((1/(cosh(theta*Gamma^(2))^2)) * (1 * Gamma^(2))) + 3.301238188772735e-3*((V_inf*theta^(2)*r*R^(-2) / (2*abs(V_inf*theta^(2)*r*R^(-2))^(1.5))) * (2 * V_inf*theta*r*R^(-2))) + 4.933015307386238e-4*((1/(sqrt(theta^(3)*r^(3)*R^(-1)*Gamma^(3))^2)) * (3 * theta^(2)*r^(3)*R^(-1)*Gamma^(3))),3.301238188772735e-3*((V_inf*theta^(2)*r*R^(-2) / (2*abs(V_inf*theta^(2)*r*R^(-2))^(1.5))) * (1 * V_inf*theta^(2)*R^(-2))) + 34.31143199635339*((1/(cosh(r^(2)*R^(-1))^2)) * (2 * r*R^(-1))) + 4.933015307386238e-4*((1/(sqrt(theta^(3)*r^(3)*R^(-1)*Gamma^(3))^2)) * (3 * theta^(3)*r^(2)*R^(-1)*Gamma^(3))),3.301238188772735e-3*((V_inf*theta^(2)*r*R^(-2) / (2*abs(V_inf*theta^(2)*r*R^(-2))^(1.5))) * (-2 * V_inf*theta^(2)*r*R^(-3))) + 34.31143199635339*((1/(cosh(r^(2)*R^(-1))^2)) * (-1 * r^(2)*R^(-2))) + 4.933015307386238e-4*((1/(sqrt(theta^(3)*r^(3)*R^(-1)*Gamma^(3))^2)) * (-1 * theta^(3)*r^(3)*R^(-2)*Gamma^(3))),-7.961581626937504*((1/(cosh(theta*Gamma^(2))^2)) * (2 * theta*Gamma)) + 4.933015307386238e-4*((1/(sqrt(theta^(3)*r^(3)*R^(-1)*Gamma^(3))^2)) * (3 * theta^(3)*r^(3)*R^(-1)*Gamma^(2)))
