name,time,RMSE_train,RMSE_test,MAE_train,MAE_test,NMSE_train,NMSE_test,r2_train,r2_test
results/FlowPsi_noise,2,1.3760989699733674,1.3269218759805572,1.1341286671757587,1.0798013673399527,6.518249511190458e-2,4.8278823712080296e-2,0.9348175048880955,0.9517211762879197
results/FlowPsi_noise,2,1.4310697173745126,1.4567277932338072,1.1838359858385543,1.1835713055983628,7.049417377442183e-2,5.818657371239389e-2,0.9295058262255782,0.9418134262876061
results/FlowPsi_noise,4,1.227268409794783,1.47672633923052,0.9643458320891867,1.1169828621547686,5.184546239887568e-2,5.9795157529813146e-2,0.9481545376011243,0.9402048424701869
results/FlowPsi_noise,3,1.055058656139019,1.0134215963294417,0.8443237977848546,0.8137419579485161,3.8316413476639645e-2,2.8160883901302492e-2,0.9616835865233604,0.9718391160986976
results/FlowPsi_noise,3,1.3307943285094446,1.5308759751049164,1.1297927393368954,1.1832463853359092,6.0961202322854124e-2,6.426077916308014e-2,0.9390387976771459,0.9357392208369198
results/FlowPsi_noise,4,1.3024400607654187,1.25657478010728,1.057081359488128,1.0291675044795716,5.8391164023090275e-2,4.329548910305854e-2,0.9416088359769097,0.9567045108969414
results/FlowPsi_noise,3,1.320736754572973,1.3490393441993718,1.0406178756254418,1.0867596627148652,6.0043246887570595e-2,4.990168424804535e-2,0.9399567531124294,0.9500983157519547
results/FlowPsi_noise,2,1.3566275212114818,1.4649753270669956,1.1433778247232118,1.1857709765838669,6.335091434584568e-2,5.884730696235095e-2,0.9366490856541543,0.941152693037649
results/FlowPsi_noise,3,1.382383141409148,1.7089082003897462,1.1354144104482098,1.2390401742771973,6.577918659291618e-2,8.007619706919895e-2,0.9342208134070838,0.919923802930801
results/FlowPsi_noise,3,1.3760091835230799,1.730271938869407,1.1251126984676028,1.2351286709683404,6.51739894534378e-2,8.209084030143991e-2,0.9348260105465622,0.9179091596985601
