
9.40571190103622 + 2.231882835797056e-3*(sqrt.abs(V_inf*theta^(3)*r^(3)*Gamma)) + -2.4911981919064043*(sqrt(R*Gamma^(-1))) + 11.994974394359822*(log(r^(2)*R^(-1))),2.231882835797056e-3*((V_inf*theta^(3)*r^(3)*Gamma / (2*abs(V_inf*theta^(3)*r^(3)*Gamma)^(1.5))) * (1 * theta^(3)*r^(3)*Gamma)),2.231882835797056e-3*((V_inf*theta^(3)*r^(3)*Gamma / (2*abs(V_inf*theta^(3)*r^(3)*Gamma)^(1.5))) * (3 * V_inf*theta^(2)*r^(3)*Gamma)),2.231882835797056e-3*((V_inf*theta^(3)*r^(3)*Gamma / (2*abs(V_inf*theta^(3)*r^(3)*Gamma)^(1.5))) * (3 * V_inf*theta^(3)*r^(2)*Gamma)) + 11.994974394359822*((1/r^(2)*R^(-1)) * (2 * r*R^(-1))),-2.4911981919064043*((1/(sqrt(R*Gamma^(-1))^2)) * (1 * Gamma^(-1))) + 11.994974394359822*((1/r^(2)*R^(-1)) * (-1 * r^(2)*R^(-2))),2.231882835797056e-3*((V_inf*theta^(3)*r^(3)*Gamma / (2*abs(V_inf*theta^(3)*r^(3)*Gamma)^(1.5))) * (1 * V_inf*theta^(3)*r^(3))) + -2.4911981919064043*((1/(sqrt(R*Gamma^(-1))^2)) * (-1 * R*Gamma^(-2)))
31.497231318132805 + 0.2376110179488804*(sqrt.abs(r^(3)*Gamma^(2))) + -15.832950372664932*(sqrt.abs(r^(-3)*R)) + 1.8433922573699198e-4*(id(theta^(2)*R^(-2))),,1.8433922573699198e-4*((2 * theta*R^(-2))),0.2376110179488804*((r^(3)*Gamma^(2) / (2*abs(r^(3)*Gamma^(2))^(1.5))) * (3 * r^(2)*Gamma^(2))) + -15.832950372664932*((r^(-3)*R / (2*abs(r^(-3)*R)^(1.5))) * (-3 * r^(-4)*R)),-15.832950372664932*((r^(-3)*R / (2*abs(r^(-3)*R)^(1.5))) * (1 * r^(-3))) + 1.8433922573699198e-4*((-2 * theta^(2)*R^(-3))),0.2376110179488804*((r^(3)*Gamma^(2) / (2*abs(r^(3)*Gamma^(2))^(1.5))) * (2 * r^(3)*Gamma))
10.007360285322992 + 5.508468055165826e-3*(sqrt(V_inf^(2)*theta*r^(3)*Gamma)) + 10.007360285323067*(tanh(V_inf^(2)*theta^(3)*Gamma^(3))) + -20.97062915261288*(tanh(r^(-3)*R^(2))) + 4.605594419343107e-4*(id(theta^(2)*r*Gamma)),5.508468055165826e-3*((1/(sqrt(V_inf^(2)*theta*r^(3)*Gamma)^2)) * (2 * V_inf*theta*r^(3)*Gamma)) + 10.007360285323067*((1/(cosh(V_inf^(2)*theta^(3)*Gamma^(3))^2)) * (2 * V_inf*theta^(3)*Gamma^(3))),5.508468055165826e-3*((1/(sqrt(V_inf^(2)*theta*r^(3)*Gamma)^2)) * (1 * V_inf^(2)*r^(3)*Gamma)) + 10.007360285323067*((1/(cosh(V_inf^(2)*theta^(3)*Gamma^(3))^2)) * (3 * V_inf^(2)*theta^(2)*Gamma^(3))) + 4.605594419343107e-4*((2 * theta*r*Gamma)),5.508468055165826e-3*((1/(sqrt(V_inf^(2)*theta*r^(3)*Gamma)^2)) * (3 * V_inf^(2)*theta*r^(2)*Gamma)) + -20.97062915261288*((1/(cosh(r^(-3)*R^(2))^2)) * (-3 * r^(-4)*R^(2))) + 4.605594419343107e-4*((1 * theta^(2)*Gamma)),-20.97062915261288*((1/(cosh(r^(-3)*R^(2))^2)) * (2 * r^(-3)*R)),5.508468055165826e-3*((1/(sqrt(V_inf^(2)*theta*r^(3)*Gamma)^2)) * (1 * V_inf^(2)*theta*r^(3))) + 10.007360285323067*((1/(cosh(V_inf^(2)*theta^(3)*Gamma^(3))^2)) * (3 * V_inf^(2)*theta^(3)*Gamma^(2))) + 4.605594419343107e-4*((1 * theta^(2)*r))
9.86445595713441e-2 + 31.071938713743577*(sqrt(r^(3))) + 3.941784281881773e-3*(sqrt.abs(theta^(3)*r*R^(-3))) + -45.60125459936223*(sin(r^(-1)*R^(3))),,3.941784281881773e-3*((theta^(3)*r*R^(-3) / (2*abs(theta^(3)*r*R^(-3))^(1.5))) * (3 * theta^(2)*r*R^(-3))),31.071938713743577*((1/(sqrt(r^(3))^2)) * (3 * r^(2))) + 3.941784281881773e-3*((theta^(3)*r*R^(-3) / (2*abs(theta^(3)*r*R^(-3))^(1.5))) * (1 * theta^(3)*R^(-3))) + -45.60125459936223*(cos(r^(-1)*R^(3)) * (-1 * r^(-2)*R^(3))),3.941784281881773e-3*((theta^(3)*r*R^(-3) / (2*abs(theta^(3)*r*R^(-3))^(1.5))) * (-3 * theta^(3)*r*R^(-4))) + -45.60125459936223*(cos(r^(-1)*R^(3)) * (3 * r^(-1)*R^(2))),
-16.541565170213556 + 9.853570172175945e-7*(sqrt.abs(V_inf^(3)*theta^(3)*Gamma^(3))) + 3.648835397293637e-2*(id(V_inf*r^(3)*R^(-1))) + 35.20601417613606*(tanh(r^(2)*R^(-1))),9.853570172175945e-7*((V_inf^(3)*theta^(3)*Gamma^(3) / (2*abs(V_inf^(3)*theta^(3)*Gamma^(3))^(1.5))) * (3 * V_inf^(2)*theta^(3)*Gamma^(3))) + 3.648835397293637e-2*((1 * r^(3)*R^(-1))),9.853570172175945e-7*((V_inf^(3)*theta^(3)*Gamma^(3) / (2*abs(V_inf^(3)*theta^(3)*Gamma^(3))^(1.5))) * (3 * V_inf^(3)*theta^(2)*Gamma^(3))),3.648835397293637e-2*((3 * V_inf*r^(2)*R^(-1))) + 35.20601417613606*((1/(cosh(r^(2)*R^(-1))^2)) * (2 * r*R^(-1))),3.648835397293637e-2*((-1 * V_inf*r^(3)*R^(-2))) + 35.20601417613606*((1/(cosh(r^(2)*R^(-1))^2)) * (-1 * r^(2)*R^(-2))),9.853570172175945e-7*((V_inf^(3)*theta^(3)*Gamma^(3) / (2*abs(V_inf^(3)*theta^(3)*Gamma^(3))^(1.5))) * (3 * V_inf^(3)*theta^(3)*Gamma^(2)))
7.448199322445635 + 11.282664893404247*(log(r^(2)*R^(-1))) + 1.015887557399695e-3*(sqrt(theta^(3)*r^(3)*R^(-1)*Gamma^(2))) + 4.9834383762671616e-2*(sqrt.abs(theta^(3)*r^(3))),,1.015887557399695e-3*((1/(sqrt(theta^(3)*r^(3)*R^(-1)*Gamma^(2))^2)) * (3 * theta^(2)*r^(3)*R^(-1)*Gamma^(2))) + 4.9834383762671616e-2*((theta^(3)*r^(3) / (2*abs(theta^(3)*r^(3))^(1.5))) * (3 * theta^(2)*r^(3))),11.282664893404247*((1/r^(2)*R^(-1)) * (2 * r*R^(-1))) + 1.015887557399695e-3*((1/(sqrt(theta^(3)*r^(3)*R^(-1)*Gamma^(2))^2)) * (3 * theta^(3)*r^(2)*R^(-1)*Gamma^(2))) + 4.9834383762671616e-2*((theta^(3)*r^(3) / (2*abs(theta^(3)*r^(3))^(1.5))) * (3 * theta^(3)*r^(2))),11.282664893404247*((1/r^(2)*R^(-1)) * (-1 * r^(2)*R^(-2))) + 1.015887557399695e-3*((1/(sqrt(theta^(3)*r^(3)*R^(-1)*Gamma^(2))^2)) * (-1 * theta^(3)*r^(3)*R^(-2)*Gamma^(2))),1.015887557399695e-3*((1/(sqrt(theta^(3)*r^(3)*R^(-1)*Gamma^(2))^2)) * (2 * theta^(3)*r^(3)*R^(-1)*Gamma))
33.85236832646784 + 2.2859059477541724e-3*(id(r^(2)*Gamma^(3))) + 9.763410394681302e-3*(sqrt.abs(theta^(3)*r^(2)*R^(-2))) + -23.89989885364006*(sqrt(r^(-2)*R)),,9.763410394681302e-3*((theta^(3)*r^(2)*R^(-2) / (2*abs(theta^(3)*r^(2)*R^(-2))^(1.5))) * (3 * theta^(2)*r^(2)*R^(-2))),2.2859059477541724e-3*((2 * r*Gamma^(3))) + 9.763410394681302e-3*((theta^(3)*r^(2)*R^(-2) / (2*abs(theta^(3)*r^(2)*R^(-2))^(1.5))) * (2 * theta^(3)*r*R^(-2))) + -23.89989885364006*((1/(sqrt(r^(-2)*R)^2)) * (-2 * r^(-3)*R)),9.763410394681302e-3*((theta^(3)*r^(2)*R^(-2) / (2*abs(theta^(3)*r^(2)*R^(-2))^(1.5))) * (-2 * theta^(3)*r^(2)*R^(-3))) + -23.89989885364006*((1/(sqrt(r^(-2)*R)^2)) * (1 * r^(-2))),2.2859059477541724e-3*((3 * r^(2)*Gamma^(2)))
20.608450877681328 + 20.60845087547633*(tanh(V_inf^(3)*theta*r^(3)*R^(2)*Gamma)) + 1.7368099423300226e-6*(sqrt.abs(V_inf^(3)*theta^(3)*r^(3)*Gamma^(3))) + -29.150862547368664*(sqrt.abs(r^(-2)*R)),20.60845087547633*((1/(cosh(V_inf^(3)*theta*r^(3)*R^(2)*Gamma)^2)) * (3 * V_inf^(2)*theta*r^(3)*R^(2)*Gamma)) + 1.7368099423300226e-6*((V_inf^(3)*theta^(3)*r^(3)*Gamma^(3) / (2*abs(V_inf^(3)*theta^(3)*r^(3)*Gamma^(3))^(1.5))) * (3 * V_inf^(2)*theta^(3)*r^(3)*Gamma^(3))),20.60845087547633*((1/(cosh(V_inf^(3)*theta*r^(3)*R^(2)*Gamma)^2)) * (1 * V_inf^(3)*r^(3)*R^(2)*Gamma)) + 1.7368099423300226e-6*((V_inf^(3)*theta^(3)*r^(3)*Gamma^(3) / (2*abs(V_inf^(3)*theta^(3)*r^(3)*Gamma^(3))^(1.5))) * (3 * V_inf^(3)*theta^(2)*r^(3)*Gamma^(3))),20.60845087547633*((1/(cosh(V_inf^(3)*theta*r^(3)*R^(2)*Gamma)^2)) * (3 * V_inf^(3)*theta*r^(2)*R^(2)*Gamma)) + 1.7368099423300226e-6*((V_inf^(3)*theta^(3)*r^(3)*Gamma^(3) / (2*abs(V_inf^(3)*theta^(3)*r^(3)*Gamma^(3))^(1.5))) * (3 * V_inf^(3)*theta^(3)*r^(2)*Gamma^(3))) + -29.150862547368664*((r^(-2)*R / (2*abs(r^(-2)*R)^(1.5))) * (-2 * r^(-3)*R)),20.60845087547633*((1/(cosh(V_inf^(3)*theta*r^(3)*R^(2)*Gamma)^2)) * (2 * V_inf^(3)*theta*r^(3)*R*Gamma)) + -29.150862547368664*((r^(-2)*R / (2*abs(r^(-2)*R)^(1.5))) * (1 * r^(-2))),20.60845087547633*((1/(cosh(V_inf^(3)*theta*r^(3)*R^(2)*Gamma)^2)) * (1 * V_inf^(3)*theta*r^(3)*R^(2))) + 1.7368099423300226e-6*((V_inf^(3)*theta^(3)*r^(3)*Gamma^(3) / (2*abs(V_inf^(3)*theta^(3)*r^(3)*Gamma^(3))^(1.5))) * (3 * V_inf^(3)*theta^(3)*r^(3)*Gamma^(2)))
-17.185209926768078 + 1.0656717072638277e-2*(sqrt.abs(theta^(2)*r^(2)*R^(-1)*Gamma^(2))) + 37.10677400850722*(tanh(r^(2)*R^(-1))),,1.0656717072638277e-2*((theta^(2)*r^(2)*R^(-1)*Gamma^(2) / (2*abs(theta^(2)*r^(2)*R^(-1)*Gamma^(2))^(1.5))) * (2 * theta*r^(2)*R^(-1)*Gamma^(2))),1.0656717072638277e-2*((theta^(2)*r^(2)*R^(-1)*Gamma^(2) / (2*abs(theta^(2)*r^(2)*R^(-1)*Gamma^(2))^(1.5))) * (2 * theta^(2)*r*R^(-1)*Gamma^(2))) + 37.10677400850722*((1/(cosh(r^(2)*R^(-1))^2)) * (2 * r*R^(-1))),1.0656717072638277e-2*((theta^(2)*r^(2)*R^(-1)*Gamma^(2) / (2*abs(theta^(2)*r^(2)*R^(-1)*Gamma^(2))^(1.5))) * (-1 * theta^(2)*r^(2)*R^(-2)*Gamma^(2))) + 37.10677400850722*((1/(cosh(r^(2)*R^(-1))^2)) * (-1 * r^(2)*R^(-2))),1.0656717072638277e-2*((theta^(2)*r^(2)*R^(-1)*Gamma^(2) / (2*abs(theta^(2)*r^(2)*R^(-1)*Gamma^(2))^(1.5))) * (2 * theta^(2)*r^(2)*R^(-1)*Gamma))
52.388792403640984 + 7.3046566618007646e-6*(sqrt(V_inf^(2)*theta^(3)*r^(2)*R^(-1)*Gamma^(3))) + 38.49433395665271*(tanh(r^(2)*R^(-1))) + -69.7612081724717*(exp(V_inf^(-1)*r^(-1)*R^(3)*Gamma^(-1))),7.3046566618007646e-6*((1/(sqrt(V_inf^(2)*theta^(3)*r^(2)*R^(-1)*Gamma^(3))^2)) * (2 * V_inf*theta^(3)*r^(2)*R^(-1)*Gamma^(3))) + -69.7612081724717*(exp(V_inf^(-1)*r^(-1)*R^(3)*Gamma^(-1)) * (-1 * V_inf^(-2)*r^(-1)*R^(3)*Gamma^(-1))),7.3046566618007646e-6*((1/(sqrt(V_inf^(2)*theta^(3)*r^(2)*R^(-1)*Gamma^(3))^2)) * (3 * V_inf^(2)*theta^(2)*r^(2)*R^(-1)*Gamma^(3))),7.3046566618007646e-6*((1/(sqrt(V_inf^(2)*theta^(3)*r^(2)*R^(-1)*Gamma^(3))^2)) * (2 * V_inf^(2)*theta^(3)*r*R^(-1)*Gamma^(3))) + 38.49433395665271*((1/(cosh(r^(2)*R^(-1))^2)) * (2 * r*R^(-1))) + -69.7612081724717*(exp(V_inf^(-1)*r^(-1)*R^(3)*Gamma^(-1)) * (-1 * V_inf^(-1)*r^(-2)*R^(3)*Gamma^(-1))),7.3046566618007646e-6*((1/(sqrt(V_inf^(2)*theta^(3)*r^(2)*R^(-1)*Gamma^(3))^2)) * (-1 * V_inf^(2)*theta^(3)*r^(2)*R^(-2)*Gamma^(3))) + 38.49433395665271*((1/(cosh(r^(2)*R^(-1))^2)) * (-1 * r^(2)*R^(-2))) + -69.7612081724717*(exp(V_inf^(-1)*r^(-1)*R^(3)*Gamma^(-1)) * (3 * V_inf^(-1)*r^(-1)*R^(2)*Gamma^(-1))),7.3046566618007646e-6*((1/(sqrt(V_inf^(2)*theta^(3)*r^(2)*R^(-1)*Gamma^(3))^2)) * (3 * V_inf^(2)*theta^(3)*r^(2)*R^(-1)*Gamma^(2))) + -69.7612081724717*(exp(V_inf^(-1)*r^(-1)*R^(3)*Gamma^(-1)) * (-1 * V_inf^(-1)*r^(-1)*R^(3)*Gamma^(-2)))
