name,time,RMSE_train,RMSE_test,MAE_train,MAE_test,NMSE_train,NMSE_test,r2_train,r2_test
aircraft,79,4.30880974334868e-15,4.170657377455419e-15,3.4994229736184934e-15,3.304023721284466e-15,1.389824427464394e-29,1.3907672886756658e-29,1.0,1.0
aircraft,105,4.30880974334868e-15,4.170657377455419e-15,3.4994229736184934e-15,3.304023721284466e-15,1.389824427464394e-29,1.3907672886756658e-29,1.0,1.0
aircraft,93,4.30880974334868e-15,4.170657377455419e-15,3.4994229736184934e-15,3.304023721284466e-15,1.389824427464394e-29,1.3907672886756658e-29,1.0,1.0
aircraft,97,4.30880974334868e-15,4.170657377455419e-15,3.4994229736184934e-15,3.304023721284466e-15,1.389824427464394e-29,1.3907672886756658e-29,1.0,1.0
aircraft,92,4.30880974334868e-15,4.170657377455419e-15,3.4994229736184934e-15,3.304023721284466e-15,1.389824427464394e-29,1.3907672886756658e-29,1.0,1.0
aircraft,126,4.30880974334868e-15,4.170657377455419e-15,3.4994229736184934e-15,3.304023721284466e-15,1.389824427464394e-29,1.3907672886756658e-29,1.0,1.0
aircraft,129,4.30880974334868e-15,4.170657377455419e-15,3.4994229736184934e-15,3.304023721284466e-15,1.389824427464394e-29,1.3907672886756658e-29,1.0,1.0
aircraft,134,4.30880974334868e-15,4.170657377455419e-15,3.4994229736184934e-15,3.304023721284466e-15,1.389824427464394e-29,1.3907672886756658e-29,1.0,1.0
aircraft,85,4.30880974334868e-15,4.170657377455419e-15,3.4994229736184934e-15,3.304023721284466e-15,1.389824427464394e-29,1.3907672886756658e-29,1.0,1.0
aircraft,109,4.30880974334868e-15,4.170657377455419e-15,3.4994229736184934e-15,3.304023721284466e-15,1.389824427464394e-29,1.3907672886756658e-29,1.0,1.0
aircraft_noise,129,6.548378375202363e-2,7.415733502960546e-2,5.342639218903355e-2,5.913445840162028e-2,3.223024865484593e-3,4.334263692069042e-3,0.9967769751345154,0.995665736307931
aircraft_noise,117,6.376753899796486e-2,7.979313380552193e-2,5.026685538386677e-2,6.104842651774263e-2,3.0562961731926555e-3,5.0180865211743655e-3,0.9969437038268073,0.9949819134788256
aircraft_noise,148,6.876609184093753e-2,8.925272544697307e-2,5.415161253401474e-2,7.329469377583511e-2,3.554224126974042e-3,6.2784158052994815e-3,0.996445775873026,0.9937215841947005
aircraft_noise,191,6.378689070368056e-2,6.750454986890791e-2,5.198653327323728e-2,5.239674058458459e-2,3.058151459422287e-3,3.5914778517801456e-3,0.9969418485405777,0.9964085221482198
aircraft_noise,142,6.32269376106707e-2,7.219019829577711e-2,4.92290039485952e-2,5.658357485712941e-2,3.0046951737811127e-3,4.107367578838338e-3,0.9969953048262189,0.9958926324211617
aircraft_noise,113,6.1247223886649806e-2,8.459001037873204e-2,4.819596326339825e-2,6.44484955390125e-2,2.819479503376828e-3,5.639560469573213e-3,0.9971805204966232,0.9943604395304267
aircraft_noise,121,6.452703315941606e-2,7.719910495296933e-2,5.2002907632268815e-2,6.144834159855976e-2,3.1295328867055883e-3,4.697119740554036e-3,0.9968704671132944,0.9953028802594459
aircraft_noise,125,6.329466595004074e-2,7.849360496403132e-2,5.095029910082605e-2,5.983616429915092e-2,3.0111358466262356e-3,4.855966162807588e-3,0.9969888641533737,0.9951440338371924
aircraft_noise,119,6.1780789066761925e-2,7.405483699089534e-2,4.8269210983649426e-2,5.962621353180464e-2,2.8688181934264285e-3,4.3222905943147e-3,0.9971311818065736,0.9956777094056853
aircraft_noise,112,6.2443107073651055e-2,7.872912932754329e-2,4.953720074960232e-2,6.2596208791337e-2,2.9306579588793003e-3,4.885151067871639e-3,0.9970693420411207,0.9951148489321283
F05128_dyn,124,1.7208728272024932e-3,4.991662169648377e-3,1.3232325791723394e-3,3.845975811921525e-3,2.0444312081973167e-2,0.3634885456469917,0.9795556879180268,0.6365114543530084
