name,time,RMSE_train,RMSE_test,MAE_train,MAE_test,NMSE_train,NMSE_test,r2_train,r2_test
aircraft,48,6.398845524323575e-2,7.05684985948362e-2,3.91766701324608e-2,4.618582831464912e-2,3.065127581621788e-3,3.981687713950854e-3,0.9969348724183782,0.9960183122860491
aircraft,41,6.398845524323575e-2,7.05684985948362e-2,3.91766701324608e-2,4.618582831464912e-2,3.065127581621788e-3,3.981687713950854e-3,0.9969348724183782,0.9960183122860491
aircraft,59,6.398845524323575e-2,7.05684985948362e-2,3.91766701324608e-2,4.618582831464912e-2,3.065127581621788e-3,3.981687713950854e-3,0.9969348724183782,0.9960183122860491
aircraft,52,6.398845524323575e-2,7.05684985948362e-2,3.91766701324608e-2,4.618582831464912e-2,3.065127581621788e-3,3.981687713950854e-3,0.9969348724183782,0.9960183122860491
aircraft,49,6.398845524323575e-2,7.05684985948362e-2,3.91766701324608e-2,4.618582831464912e-2,3.065127581621788e-3,3.981687713950854e-3,0.9969348724183782,0.9960183122860491
aircraft,50,6.398845524323575e-2,7.05684985948362e-2,3.91766701324608e-2,4.618582831464912e-2,3.065127581621788e-3,3.981687713950854e-3,0.9969348724183782,0.9960183122860491
aircraft,49,6.398845524323575e-2,7.05684985948362e-2,3.91766701324608e-2,4.618582831464912e-2,3.065127581621788e-3,3.981687713950854e-3,0.9969348724183782,0.9960183122860491
aircraft,50,6.398845524323575e-2,7.05684985948362e-2,3.91766701324608e-2,4.618582831464912e-2,3.065127581621788e-3,3.981687713950854e-3,0.9969348724183782,0.9960183122860491
aircraft,50,6.398845524323575e-2,7.05684985948362e-2,3.91766701324608e-2,4.618582831464912e-2,3.065127581621788e-3,3.981687713950854e-3,0.9969348724183782,0.9960183122860491
aircraft,67,6.398845524323575e-2,7.05684985948362e-2,3.91766701324608e-2,4.618582831464912e-2,3.065127581621788e-3,3.981687713950854e-3,0.9969348724183782,0.9960183122860491
aircraft_noise,92,7.621930474135817e-2,8.267875576184124e-2,6.090675749566534e-2,6.571260319426551e-2,4.366425861450781e-3,5.387595304719611e-3,0.9956335741385492,0.9946124046952803
aircraft_noise,78,6.018300299669357e-2,7.358680554441042e-2,4.905720028590124e-2,5.955555825676671e-2,2.7223492076909324e-3,4.267828918192171e-3,0.9972776507923091,0.9957321710818078
aircraft_noise,71,5.270572389726556e-2,5.9463952897813505e-2,4.251232679605024e-2,4.681519842582773e-2,2.087909594540029e-3,2.786856795484049e-3,0.9979120904054599,0.9972131432045159
aircraft_noise,69,5.287094290088851e-2,6.024597074265756e-2,4.294013143678903e-2,4.769772323334376e-2,2.1010202399046633e-3,2.8606393892306996e-3,0.9978989797600953,0.9971393606107694
aircraft_noise,78,6.606677722520482e-2,8.804056559049878e-2,5.192043353018955e-2,6.962091469236963e-2,3.2806686547599594e-3,6.109036908383002e-3,0.99671933134524,0.993890963091617
aircraft_noise,86,6.390095599954698e-2,8.363562683319849e-2,4.982013564273917e-2,6.581604198667751e-2,3.0690985627989005e-3,5.513022102343147e-3,0.9969309014372011,0.9944869778976568
aircraft_noise,79,6.615106109575485e-2,8.37501218201031e-2,5.3531684233157864e-2,6.738888243462195e-2,3.289044538655316e-3,5.528126800535705e-3,0.9967109554613447,0.9944718731994643
aircraft_noise,80,9.940883668309135e-2,0.14280605469460803,7.736599069369228e-2,0.10343542561976825,7.427558959578869e-3,1.6073125781299356e-2,0.9925724410404211,0.9839268742187006
aircraft_noise,78,6.2443107073651055e-2,7.872912932754329e-2,4.953720074960232e-2,6.2596208791337e-2,2.9306579588793003e-3,4.885151067871639e-3,0.9970693420411207,0.9951148489321283
aircraft_noise,84,6.1700931826670045e-2,7.854154615165959e-2,4.688472900913939e-2,6.027752736200233e-2,2.8614065742757003e-3,4.861899687669415e-3,0.9971385934257243,0.9951381003123306
F05128_dyn,120,1.8073073523664515e-3,6.091931197277569e-3,1.4774478287196441e-3,4.7473020453136375e-3,2.2549607057874642e-2,0.5413901364309226,0.9774503929421253,0.4586098635690773
F05128_dyn,152,1.7106490500159387e-3,4.987609065467053e-3,1.3235231287165791e-3,3.914806542826848e-3,2.0202112663668684e-2,0.36289849817567815,0.9797978873363313,0.6371015018243218
F05128_dyn,108,1.7106490500159387e-3,4.987609065467053e-3,1.3235231287165791e-3,3.914806542826848e-3,2.0202112663668684e-2,0.36289849817567815,0.9797978873363313,0.6371015018243218
F05128_dyn,80,1.7106490500159411e-3,4.987609065471343e-3,1.323523128715566e-3,3.914806542834021e-3,2.020211266366874e-2,0.36289849817630243,0.9797978873363312,0.6371015018236976
F05128_dyn,147,1.8073073523664524e-3,6.09193119727348e-3,1.477447828719508e-3,4.747302045306329e-3,2.2549607057874663e-2,0.5413901364301956,0.9774503929421253,0.4586098635698044
F05128_dyn,153,1.7106490500159387e-3,4.98760906547133e-3,1.3235231287155671e-3,3.914806542834006e-3,2.0202112663668684e-2,0.3628984981763006,0.9797978873363313,0.6371015018236994
F05128_dyn,137,1.7106490500159387e-3,4.987609065467053e-3,1.3235231287165791e-3,3.914806542826848e-3,2.0202112663668684e-2,0.36289849817567815,0.9797978873363313,0.6371015018243218
F05128_dyn,129,1.8073073523664515e-3,6.091931197273484e-3,1.4774478287195093e-3,4.747302045306336e-3,2.2549607057874645e-2,0.5413901364301965,0.9774503929421253,0.4586098635698035
F05128_dyn,87,1.8073073523664513e-3,6.09193119727759e-3,1.477447828719649e-3,4.74730204531371e-3,2.254960705787464e-2,0.5413901364309263,0.9774503929421253,0.45860986356907374
F05128_dyn,94,1.807307352366451e-3,6.09193119727759e-3,1.477447828719649e-3,4.74730204531371e-3,2.2549607057874635e-2,0.5413901364309263,0.9774503929421253,0.45860986356907374
F05128_stat,152,1.962795703855677e-3,5.256801049247599e-3,1.4821737758812944e-3,4.188661298277921e-3,1.926559381763992e-2,0.2667860118520869,0.9807344061823601,0.7332139881479132
F05128_stat,145,1.9062090168178046e-3,3.4129049657380846e-3,1.3614972711845383e-3,2.6447139348799546e-3,1.8170766235738628e-2,0.11245230547576798,0.9818292337642613,0.887547694524232
F05128_stat,148,1.9163946291930706e-3,4.07880042976837e-3,1.3674297984554037e-3,3.1549425282662437e-3,1.83654719137084e-2,0.16061455024235888,0.9816345280862916,0.8393854497576412
