1.306332920312234913e+00 1.831317175577502621e+00
1.680656186420925735e-01 1.832035519249659294e-01
4.830931862689247236e-01 6.038874764121284766e-01
1.688387958348820606e+00 2.337184719476820494e+00
4.094168318937227991e-01 4.981453481426563190e-01
1.886519291650000874e+00 2.577144817783232789e+00
1.441245453832858292e+00 2.016524682823961356e+00
1.066314165374489642e+00 1.485181519413627527e+00
4.023061649192529732e-01 4.881319198093985179e-01
1.058271164594898117e+00 1.473253165856088343e+00
9.350768704553296118e-01 1.288418990049883028e+00
1.928847949037968190e+00 2.626514222630512485e+00
8.371359714467345725e-01 1.139304571641681862e+00
9.906590994148520846e-01 1.372272206402007644e+00
1.639160535679351938e+00 2.275232579911517394e+00
1.846422367325640357e+00 2.529773299538310205e+00
8.513045121354780864e-01 1.160954886861580881e+00
1.000872364380843260e+00 1.387602812480781322e+00
1.165464791656609878e+00 1.630579512111623330e+00
4.151692879449606632e-01 5.062726967844979331e-01
