7.880264732599151500e-02,2.807180922669422762e-01
1.957561896900517073e+00,1.399128977936100471e+00
1.589892355448081052e+00,1.260909336728093688e+00
2.850187406073916740e+00,1.688249805589776109e+00
2.558063330854893458e+00,1.599394676386942882e+00
2.572273511046026861e+00,1.603830886049407267e+00
2.274588014660023916e+00,1.508173734905903896e+00
9.580373354688367371e-01,9.787938166278109531e-01
3.612104010407805710e+00,1.900553606296808917e+00
8.159846146570037817e-01,9.033186672802703265e-01
2.760441399022647069e+00,1.661457612767369696e+00
2.251930247765817406e+00,1.500643277986416502e+00
5.638630600557572592e-01,7.509081568712363541e-01
2.203669734277817760e+00,1.484476249145744164e+00
3.121100635583911043e+00,1.766663701892329907e+00
2.848349533652942966e+00,1.687705404877564153e+00
1.292405608027315189e+00,1.136840185790120250e+00
1.841523876542447979e+00,1.357027588718242583e+00
7.522948816507364356e-01,8.673493423360257859e-01
2.997174951317106650e+00,1.731235094179039091e+00
