3.219199476006547656e+00 -1.072077795592711880e-01 -1.394066107642406571e+00 3.144024868917426829e+00 2.442650910328270086e-01 3.694919112761569369e-01
3.231805805777694829e+00 8.199337125901688950e-01 4.605586900409310402e+00 -3.413895668820563500e+00 3.451981795135264264e+00 -1.438227944107745770e+02
-1.971271051717772060e+00 4.962739577824208936e-01 8.840302551121403951e-01 1.121655767892487887e+00 -4.755538582135642400e+00 4.613114799201906813e+00
-1.056873693252338153e+00 3.159881265825841723e+00 -3.263752624105842326e+00 3.357344190792286298e+00 -3.498891112714904494e+00 -1.280375573216377916e+02
2.761864459859926235e+00 -7.874241965852180059e-01 -4.635167742864920726e-01 3.647610315953622617e+00 2.171578048451630494e+00 7.984733970651948454e+00
-9.989874900178588035e-01 3.872281029534466512e+00 9.750138424074368260e-01 -4.681399367860141325e+00 4.411204460250910842e+00 7.788800495090605125e+01
-3.940087627092390132e+00 -1.782390598982179775e+00 -4.818580641380077800e+00 -2.176257735913683433e+00 1.211769680295251561e+00 8.923974172470835242e+01
-2.218495823984003579e-01 4.265395232707478002e+00 4.468393487472743786e-01 9.209478788637062152e-01 4.047867404376175315e+00 -1.576270089975883026e+00
-4.232012058573173974e+00 1.185290286493140499e+00 2.205479732214979727e+00 -3.615757012661273695e+00 4.106689906332118056e+00 1.642728685426651509e+02
4.053815387365554912e+00 -4.929719365941782172e+00 3.422159902244283458e+00 4.408019494719011888e+00 -1.189412246373425575e+00 3.585604418362591446e+02
7.707459809998384870e-01 -2.052146054260675090e+00 -3.802922940152997366e+00 3.058955414051810706e+00 -7.632098286836885848e-02 -1.404281461369303763e+00
-3.996402354318150607e+00 4.106763254432697963e+00 -4.539028602806717494e+00 -1.002729128512900303e+00 -1.549902571483058544e+00 1.157763417937035655e+02
5.539064622882410305e-01 3.359049791509345795e+00 -6.021844422101363392e-01 1.818400532806181857e+00 2.917504350644759548e+00 -5.944063863086880950e+00
1.607292185340117641e+00 -2.461156220516431681e+00 4.601844492410503307e+00 5.373169814703429026e-01 -4.177554942517440750e+00 4.086191252442336719e+01
-1.849341596711814084e+00 9.292754791844366480e-01 -1.960921277318015132e+00 -2.446860074645051064e+00 4.223788494663097026e+00 -3.482836379953160133e+01
3.803576605418452772e-01 3.889476234581591640e+00 7.867958857721504273e-01 -4.147686487569802516e+00 1.610943463197264336e+00 -7.777349051577437500e+00
4.128138765353797979e+00 -2.402199870179399177e+00 -3.208576188970622134e+00 -2.271004126593629824e+00 -3.844903741159262367e+00 2.778300248495610845e+02
4.244246535447752322e+00 -8.296147261052162492e-01 -9.188916727614646618e-01 1.078143480391782205e-01 -2.382450154050557156e+00 -8.310779410067073991e-01
-2.550262332059842763e+00 1.898267047318476841e+00 -1.840975566441083178e+00 -1.874579549547472634e+00 4.936969734188187076e+00 -8.248111614826328264e+01
