name,time,RMSE_train,RMSE_test,MAE_train,MAE_test,NMSE_train,NMSE_test,r2_train,r2_test
results/F05128_dyn,4,1.8445178093439054e-3,3.0719594176091126e-3,1.3513073793108379e-3,2.4694394586193646e-3,2.3487708768531925e-2,0.13766746260393412,0.9765122912314681,0.8623325373960659
results/F05128_dyn,4,2.0299528481911382e-3,5.4603850979813495e-3,1.5058471520248697e-3,4.357039952353335e-3,2.8447679611225716e-2,0.43495758144085267,0.9715523203887743,0.5650424185591473
results/F05128_dyn,4,1.5525268352778322e-3,5.280523632242011e-3,1.0828808233737189e-3,4.348719691312201e-3,1.6639994521940264e-2,0.4067750815407011,0.9833600054780597,0.5932249184592988
results/F05128_dyn,3,1.8680366378618237e-3,4.243553488361327e-3,1.4352244898434136e-3,3.443119339264925e-3,2.40904951957298e-2,0.2626997871836843,0.9759095048042702,0.7373002128163157
results/F05128_dyn,4,1.547092093074844e-3,6.625934317488391e-3,1.1305503682079582e-3,5.1557074428432645e-3,1.6523699212086043e-2,0.6404638364464526,0.9834763007879139,0.35953616355354745
results/F05128_dyn,3,1.5658145606263613e-3,6.524721097170765e-3,1.1319719924972012e-3,4.934609478830067e-3,1.6926049329126655e-2,0.6210467081188603,0.9830739506708733,0.3789532918811396
results/F05128_dyn,3,1.7522299216096778e-3,4.9265722553435455e-3,1.3387105497205934e-3,4.143031783660203e-3,2.1196157215390646e-2,0.3540707680913636,0.9788038427846093,0.6459292319086363
results/F05128_dyn,3,2.0344088019705643e-3,2.4367085933382905e-3,1.5991423786942552e-3,2.0140274160460997e-3,2.8572707808664458e-2,8.66178798780383e-2,0.9714272921913355,0.9133821201219617
results/F05128_dyn,3,1.665704026129165e-3,3.4712151308609633e-3,1.326790011588118e-3,2.7242034401948525e-3,1.915449112404322e-2,0.17577755529071537,0.9808455088759568,0.8242224447092846
results/F05128_dyn,3,1.5470920930748416e-3,6.625934317488382e-3,1.1305503682079508e-3,5.155707442843267e-3,1.652369921208599e-2,0.6404638364464509,0.983476300787914,0.3595361635535491
