name,time,RMSE_train,RMSE_test,MAE_train,MAE_test,NMSE_train,NMSE_test,r2_train,r2_test
results/F05128_dyn,66,1.5018245002067965e-3,6.449451683917547e-3,1.086258614257006e-3,4.984021822144743e-3,1.5570885731937534e-2,0.6068005235212134,0.9844291142680625,0.3931994764787866
results/F05128_dyn,59,1.501824500206794e-3,6.4494516839175235e-3,1.0862586142570086e-3,4.984021822144713e-3,1.5570885731937488e-2,0.606800523521209,0.9844291142680626,0.39319947647879105
results/F05128_dyn,60,1.5018245002067947e-3,6.449451683917563e-3,1.086258614257008e-3,4.984021822144741e-3,1.55708857319375e-2,0.6068005235212164,0.9844291142680625,0.3931994764787835
results/F05128_dyn,55,1.7181358847272953e-3,5.879242933317238e-3,1.3882784980668846e-3,4.5348012303591465e-3,2.037933295183661e-2,0.5042468237733108,0.9796206670481634,0.49575317622668924
results/F05128_dyn,43,3.2138408363872493e-3,3.172325916416616e-3,2.707077388554588e-3,2.6379004252186098e-3,7.130560634271459e-2,0.14681010796710875,0.9286943936572855,0.8531898920328913
results/F05128_dyn,57,1.759591821285071e-3,5.523191680329237e-3,1.2791471643331558e-3,4.649018220472104e-3,2.137464039980783e-2,0.44502108747976715,0.9786253596001921,0.5549789125202329
results/F05128_dyn,65,1.7181358847272949e-3,5.879242933317249e-3,1.3882784980668809e-3,4.534801230359143e-3,2.03793329518366e-2,0.5042468237733124,0.9796206670481634,0.4957531762266876
results/F05128_dyn,57,1.5667277845322623e-3,6.504036051103243e-3,1.1541149561486103e-3,4.953797650987177e-3,1.6945798513750478e-2,0.617115193986522,0.9830542014862496,0.38288480601347785
results/F05128_dyn,60,1.8435762695922005e-3,3.2170308509558146e-3,1.4112225619405646e-3,2.6475994990382066e-3,2.346373614312865e-2,0.1509770068508869,0.9765362638568713,0.8490229931491131
results/F05128_dyn,49,1.718135884727296e-3,5.87924293331724e-3,1.3882784980668828e-3,4.534801230359144e-3,2.0379332951836623e-2,0.504246823773311,0.9796206670481634,0.4957531762266889
