3.670286640104537312e+00 9.578996085321961118e+00
-2.787057977163486022e+00 8.347242025309146385e+00
3.703824933720383683e+00 9.622661967616320311e+00
-3.154572224210230313e+00 8.880557730528851224e+00
2.490862610621299211e+00 7.891233443862403441e+00
2.062469064952319187e+00 7.180649456964736999e+00
-2.960551668156067073e+00 8.603126856201859241e+00
7.199631731410294222e-01 4.242532183558037850e+00
2.076784810081502286e-01 2.278587726027627713e+00
3.230093737223736383e+00 8.986230768825905102e+00
-1.548715377849765318e+00 6.222369680937008596e+00
1.910910736927471376e+00 6.911784749483072865e+00
-3.404005534372944730e+00 9.224973623773870202e+00
2.105509009525759367e+00 7.255186092592248670e+00
1.086046237874082721e+00 5.210677110208621343e+00
-3.750462634383172400e+00 9.683055605519330200e+00
-3.264389239658218589e+00 9.033810435882273282e+00
-4.741055760466048596e-01 3.442766242596950299e+00
-1.853435719185554387e+00 6.807047302585671034e+00
3.691122794654166483e+00 9.606147503882821681e+00
3.390466926215276899e+00 9.206610296704315743e+00
1.068527276157237083e+00 5.168479651109301187e+00
-9.386254201186599033e-01 4.844134133461468927e+00
4.804369008919987749e+00 1.095943544271326608e+01
2.484566112754710510e+00 7.881253251791098258e+00
3.863653059615234753e+00 9.828088648886968315e+00
-4.288869997270089662e+00 1.035479357262867950e+01
2.443418605787326392e+00 7.815719106050521781e+00
4.835553678220476215e+00 1.099494620066473516e+01
3.707976052752755436e+00 9.628052831119015664e+00
1.085982788681585376e-01 1.647712648402009261e+00
-1.532693012819525080e+00 6.190098975015514426e+00
3.178312405094340320e+00 8.913911045515234832e+00
-2.988983864206705476e+00 8.644338991800799121e+00
3.674682919898124567e+00 9.584731242838952170e+00
-2.051668730172390376e+00 7.161823668194418957e+00
1.576050348332095119e+00 6.277042194242633322e+00
-4.057015983371748291e+00 1.007101780279896452e+01
-1.008463373703579968e+00 5.021113854772614182e+00
-4.039943321641930041e+00 1.004980512453093411e+01
1.619064856949488096e+00 6.362123971107227050e+00
-2.759737953112997300e+00 8.306229519332157807e+00
3.587751074617196778e+00 9.470679852335306848e+00
-6.969250603766274921e-01 4.174101880574513146e+00
-3.943965093594478333e+00 9.929709328065044360e+00
5.229572653649832148e-01 3.615789213176645145e+00
8.561703095294772581e-01 4.626473574790731291e+00
3.025692359377696761e+00 8.697258705157759451e+00
-2.356808829846776199e+00 7.675950804048278009e+00
-2.097114852061375601e+00 7.240709309282785888e+00
3.315725194888713645e+00 9.104566429666919092e+00
-3.627744646428094910e+00 9.523319597740190545e+00
2.627817806974376502e+00 8.105272677360053635e+00
-4.937483517888292539e-01 3.513361466561721880e+00
-1.118846277855913840e+00 5.288776507510773328e+00
-1.479521231275199078e+00 6.081778587048361828e+00
-1.891810830261948517e+00 6.877155717049651784e+00
4.142975061349423171e+00 1.017714972542585627e+01
-4.053556263296894890e+00 1.006672273296639375e+01
5.444063885766334820e-01 3.689194995444919467e+00
2.289378359577453281e+00 7.565345926620694605e+00
-2.955004601523343322e+00 8.595063410940234405e+00
-8.793918972886807239e-01 4.688794880586803160e+00
-2.755683429390307637e+00 8.300125645721134759e+00
1.420015243974432906e+00 5.958219624968588590e+00
-3.499010943721325706e+00 9.352821691502150259e+00
-3.542894743141598024e+00 9.411289421675434141e+00
1.554078578782251974e+00 6.233134401692001170e+00
3.437555742849342622e+00 9.270323272207585674e+00
2.143965155997449301e-01 2.315148567585593398e+00
-2.215341845177920543e+00 7.442012236582792539e+00
-3.039877492311144902e+00 8.717622227865728490e+00
-4.879235831702631643e+00 1.104449617649287774e+01
-3.131816147489340452e+00 8.848469002445197518e+00
-3.634383152585928478e+00 9.532029102696245815e+00
4.673671440693428991e+00 1.080933790837050879e+01
3.492323188610006568e+00 9.343879264804858309e+00
