name,time,RMSE_train,RMSE_test,MAE_train,MAE_test,NMSE_train,NMSE_test,r2_train,r2_test
results/aircraft_noise,139,7.422582350137612e-2,7.500129715308984e-2,5.900870556403081e-2,6.034330156802745e-2,4.141008995864553e-3,4.433478946290231e-3,0.9958589910041354,0.9955665210537098
results/aircraft_noise,126,6.183375886492018e-2,7.247376755804256e-2,5.048317916037615e-2,5.681093530780688e-2,2.8737396541984295e-3,4.139699135969578e-3,0.9971262603458015,0.9958603008640304
results/aircraft_noise,159,0.1112181858247503,0.1487387801979408,7.756163775447966e-2,9.758259467651044e-2,9.297105047794314e-3,1.7436348162557038e-2,0.9907028949522056,0.982563651837443
results/aircraft_noise,162,0.10777609383199922,0.1394759980061834,7.829464470313184e-2,0.1084792999335086,8.730537925962914e-3,1.5332255806070836e-2,0.9912694620740371,0.9846677441939291
results/aircraft_noise,171,6.54529103884533e-2,7.359593759865403e-2,5.260741800773795e-2,5.7964507186631084e-2,3.2199864899961597e-3,4.268888251131449e-3,0.9967800135100039,0.9957311117488685
results/aircraft_noise,187,6.344611790071981e-2,7.689022040827251e-2,5.010887551780694e-2,6.040970913974194e-2,3.0255632237743773e-3,4.659607255665976e-3,0.9969744367762257,0.9953403927443341
results/aircraft_noise,119,8.969203869766877e-2,0.10072562574008156,7.199166927031098e-2,7.8333570837814e-2,6.04649803445215e-3,7.996262622745796e-3,0.9939535019655479,0.9920037373772542
results/aircraft_noise,122,0.1327672508878915,0.19435870213392406,9.57036419321984e-2,0.12129015904212735,1.3248845945532668e-2,2.9772484774844038e-2,0.9867511540544673,0.9702275152251559
results/aircraft_noise,116,6.708806040971575e-2,7.521630132465366e-2,5.378257969657981e-2,5.924601328650347e-2,3.3828800355839303e-3,4.45893404597633e-3,0.996617119964416,0.9955410659540237
results/aircraft_noise,142,6.060892994744634e-2,7.133151165024812e-2,4.703738221584371e-2,5.511678482708659e-2,2.7610187629225473e-3,4.01023623219105e-3,0.9972389812370774,0.9959897637678089
