name,time,RMSE_train,RMSE_test,MAE_train,MAE_test,NMSE_train,NMSE_test,r2_train,r2_test
results/FlowStress,6,24.84457612310395,28.594766795578085,19.255674105283553,21.775730639617866,0.4390422802384085,0.6994355226289243,0.5609577197615915,0.3005644773710757
results/FlowStress,5,24.744191697803632,25.913680333895392,19.031656027040878,19.34951562622237,0.4355015501934324,0.5744242441511463,0.5644984498065676,0.42557575584885377
results/FlowStress,5,25.7036628788755,29.997470830280154,19.6720798754559,21.650754076481668,0.46993002615322305,0.7697396298199614,0.530069973846777,0.23026037018003864
results/FlowStress,6,24.452011828486153,27.438488083071757,18.45272462321913,19.564572446651095,0.4252774512869452,0.6440134263935449,0.5747225487130547,0.35598657360645514
results/FlowStress,7,24.84457612310395,28.594766795578085,19.255674105283553,21.775730639617866,0.4390422802384085,0.6994355226289243,0.5609577197615915,0.3005644773710757
results/FlowStress,7,25.437988909231112,30.56612509025551,19.541198675758437,22.979887549344465,0.46026580370312625,0.7991997502180298,0.5397341962968738,0.2008002497819702
results/FlowStress,5,25.081757410945855,28.61387996214336,19.44199243227926,21.635290182951795,0.44746501759964613,0.7003708612920451,0.5525349824003539,0.29962913870795493
results/FlowStress,9,24.452011828486174,27.438488083071828,18.452724623219115,19.56457244665112,0.4252774512869459,0.6440134263935481,0.5747225487130541,0.3559865736064519
results/FlowStress,6,24.844576123103952,28.59476679557574,19.255674105286758,21.775730639606184,0.4390422802384086,0.6994355226288096,0.5609577197615914,0.3005644773711904
results/FlowStress,7,24.801595928048638,26.63316089685484,19.122774704865837,19.62267490062996,0.43752454047561273,0.6067642614072466,0.5624754595243873,0.3932357385927534
