name,time,RMSE_train,RMSE_test,MAE_train,MAE_test,NMSE_train,NMSE_test,r2_train,r2_test
results/aircraft,0,7.955189538661847e-2,0.10547887065500341,6.044181085647321e-2,7.918026204031638e-2,4.737468849255144e-3,8.895623273772486e-3,0.9952625311507448,0.9911043767262275
results/aircraft,0,5.4693434289959195e-2,7.719071145143165e-2,4.2802121594506186e-2,6.510383567327425e-2,2.239317596968113e-3,4.7640414064595215e-3,0.9977606824030318,0.9952359585935405
results/aircraft,0,4.2596056665471296e-2,4.9830462509705936e-2,3.519031774719425e-2,3.9582490809834114e-2,1.3582637072232875e-3,1.9853417536022625e-3,0.9986417362927767,0.9980146582463978
results/aircraft,0,3.857519458080418e-2,4.3687925204947214e-2,3.109674780436916e-2,3.48290715572703e-2,1.1139393741255936e-3,1.5260483019554295e-3,0.9988860606258744,0.9984739516980445
results/aircraft,0,5.801639510766659e-2,7.235740660496444e-2,4.5853585162780396e-2,5.99900750495388e-2,2.5196880975845637e-3,4.186117606373884e-3,0.9974803119024155,0.9958138823936261
results/aircraft,0,3.440886512578957e-2,3.5641659763951915e-2,2.785340969355118e-2,2.9790465330463065e-2,8.863107200449838e-4,1.0156902421800534e-3,0.999113689279955,0.9989843097578199
results/aircraft,0,3.8916591994650404e-2,4.510406075835697e-2,3.1216775300225024e-2,3.619628626768806e-2,1.1337437520307322e-3,1.6265848653918772e-3,0.9988662562479693,0.9983734151346081
results/aircraft,0,4.04227646405541e-2,4.053001587372413e-2,3.333153767274529e-2,3.33360196357403e-2,1.2231995995650707e-3,1.3134059749195118e-3,0.9987768004004349,0.9986865940250805
results/aircraft,0,5.741765911729977e-2,6.308687797449668e-2,4.3929019128838113e-2,4.897179406682886e-2,2.4679495041333775e-3,3.182170983774867e-3,0.9975320504958666,0.9968178290162252
results/aircraft,0,4.716683779594237e-2,4.894874881582578e-2,3.819248709151642e-2,3.8782050810584626e-2,1.6654010186965258e-3,1.9157049897951884e-3,0.9983345989813035,0.9980842950102048
results/aircraft,0,5.002225170806847e-2,7.022921902711222e-2,3.857650893302875e-2,5.205600743532262e-2,1.873146644859002e-3,3.943493395841167e-3,0.998126853355141,0.9960565066041588
results/aircraft,0,4.0684572439350204e-2,4.494996820284711e-2,3.489488660298716e-2,3.715301066852474e-2,1.2390956058727877e-3,1.6154897903153463e-3,0.9987609043941272,0.9983845102096847
results/aircraft,0,4.602585284196308e-2,6.3376248717868e-2,3.6173902934405755e-2,4.8332412004077806e-2,1.5858021175245685e-3,3.211430286688949e-3,0.9984141978824754,0.9967885697133111
results/aircraft,0,3.7359312635206074e-2,4.587108957715813e-2,2.9826633316875108e-2,3.455822245949292e-2,1.04482380429663e-3,1.6823778897144398e-3,0.9989551761957034,0.9983176221102855
results/aircraft,0,3.319911745902136e-2,3.636477956802909e-2,2.8486518605871515e-2,2.9716845801105743e-2,8.250844117069059e-4,1.0573222188569535e-3,0.9991749155882931,0.9989426777811431
