
90.06315591714635 + 2.7179936746738935*(log(T^(-3)*phi_dot^(2))) + 35.57852160301298*(tanh(T^(2)*phi^(3))) + 7386.165558625334*(sqrt.abs(T^(-2)*phi*phi_dot)),2.7179936746738935*((1/T^(-3)*phi_dot^(2)) * (-3 * T^(-4)*phi_dot^(2))) + 35.57852160301298*((1/(cosh(T^(2)*phi^(3))^2)) * (2 * T*phi^(3))) + 7386.165558625334*((T^(-2)*phi*phi_dot / (2*abs(T^(-2)*phi*phi_dot)^(1.5))) * (-2 * T^(-3)*phi*phi_dot)),35.57852160301298*((1/(cosh(T^(2)*phi^(3))^2)) * (3 * T^(2)*phi^(2))) + 7386.165558625334*((T^(-2)*phi*phi_dot / (2*abs(T^(-2)*phi*phi_dot)^(1.5))) * (1 * T^(-2)*phi_dot)),2.7179936746738935*((1/T^(-3)*phi_dot^(2)) * (2 * T^(-3)*phi_dot)) + 7386.165558625334*((T^(-2)*phi*phi_dot / (2*abs(T^(-2)*phi*phi_dot)^(1.5))) * (1 * T^(-2)*phi))
190.1083456087774 + -0.16344225792937817*(id(phi_dot)) + 28662.786648048175*(sqrt.abs(T^(-2)*phi)) + 7.264647560162128*(log(T^(-3)*phi_dot)),28662.786648048175*((T^(-2)*phi / (2*abs(T^(-2)*phi)^(1.5))) * (-2 * T^(-3)*phi)) + 7.264647560162128*((1/T^(-3)*phi_dot) * (-3 * T^(-4)*phi_dot)),28662.786648048175*((T^(-2)*phi / (2*abs(T^(-2)*phi)^(1.5))) * (1 * T^(-2))),-0.16344225792937817*(1) + 7.264647560162128*((1/T^(-3)*phi_dot) * (1 * T^(-3)))
170.7010575902749 + 25827.117287816578*(sqrt.abs(T^(-2)*phi)) + 13.694701015857618*(tanh(phi^(2)*phi_dot^(3))) + -6.3479416240046*(log(T^(3)*phi_dot^(-1))),25827.117287816578*((T^(-2)*phi / (2*abs(T^(-2)*phi)^(1.5))) * (-2 * T^(-3)*phi)) + -6.3479416240046*((1/T^(3)*phi_dot^(-1)) * (3 * T^(2)*phi_dot^(-1))),25827.117287816578*((T^(-2)*phi / (2*abs(T^(-2)*phi)^(1.5))) * (1 * T^(-2))) + 13.694701015857618*((1/(cosh(phi^(2)*phi_dot^(3))^2)) * (2 * phi*phi_dot^(3))),13.694701015857618*((1/(cosh(phi^(2)*phi_dot^(3))^2)) * (3 * phi^(2)*phi_dot^(2))) + -6.3479416240046*((1/T^(3)*phi_dot^(-1)) * (-1 * T^(3)*phi_dot^(-2)))
187.29684817324974 + 28513.212217447664*(sqrt(T^(-2)*phi)) + -7.138603438440239*(log(T^(3)*phi_dot^(-1))),28513.212217447664*((1/(sqrt(T^(-2)*phi)^2)) * (-2 * T^(-3)*phi)) + -7.138603438440239*((1/T^(3)*phi_dot^(-1)) * (3 * T^(2)*phi_dot^(-1))),28513.212217447664*((1/(sqrt(T^(-2)*phi)^2)) * (1 * T^(-2))),-7.138603438440239*((1/T^(3)*phi_dot^(-1)) * (-1 * T^(3)*phi_dot^(-2)))
170.70105759022834 + 13.69470101584615*(tanh(phi^(2)*phi_dot^(3))) + 25827.117287820405*(sqrt(T^(-2)*phi)) + 6.347941624004963*(log(T^(-3)*phi_dot)),25827.117287820405*((1/(sqrt(T^(-2)*phi)^2)) * (-2 * T^(-3)*phi)) + 6.347941624004963*((1/T^(-3)*phi_dot) * (-3 * T^(-4)*phi_dot)),13.69470101584615*((1/(cosh(phi^(2)*phi_dot^(3))^2)) * (2 * phi*phi_dot^(3))) + 25827.117287820405*((1/(sqrt(T^(-2)*phi)^2)) * (1 * T^(-2))),13.69470101584615*((1/(cosh(phi^(2)*phi_dot^(3))^2)) * (3 * phi^(2)*phi_dot^(2))) + 6.347941624004963*((1/T^(-3)*phi_dot) * (1 * T^(-3)))
170.70105759022834 + 13.69470101584615*(tanh(phi^(2)*phi_dot^(3))) + 25827.117287820405*(sqrt(T^(-2)*phi)) + 6.347941624004963*(log(T^(-3)*phi_dot)),25827.117287820405*((1/(sqrt(T^(-2)*phi)^2)) * (-2 * T^(-3)*phi)) + 6.347941624004963*((1/T^(-3)*phi_dot) * (-3 * T^(-4)*phi_dot)),13.69470101584615*((1/(cosh(phi^(2)*phi_dot^(3))^2)) * (2 * phi*phi_dot^(3))) + 25827.117287820405*((1/(sqrt(T^(-2)*phi)^2)) * (1 * T^(-2))),13.69470101584615*((1/(cosh(phi^(2)*phi_dot^(3))^2)) * (3 * phi^(2)*phi_dot^(2))) + 6.347941624004963*((1/T^(-3)*phi_dot) * (1 * T^(-3)))
92.6293853014849 + 92.62938530086922*(tanh(T*phi^(-1)*phi_dot^(-1))) + -14.054118206373005*(tanh(phi^(-1)*phi_dot^(-2))) + 26133.66431177425*(sqrt.abs(T^(-2)*phi)) + 6.375782620787477*(log(T^(-3)*phi_dot)),92.62938530086922*((1/(cosh(T*phi^(-1)*phi_dot^(-1))^2)) * (1 * phi^(-1)*phi_dot^(-1))) + 26133.66431177425*((T^(-2)*phi / (2*abs(T^(-2)*phi)^(1.5))) * (-2 * T^(-3)*phi)) + 6.375782620787477*((1/T^(-3)*phi_dot) * (-3 * T^(-4)*phi_dot)),92.62938530086922*((1/(cosh(T*phi^(-1)*phi_dot^(-1))^2)) * (-1 * T*phi^(-2)*phi_dot^(-1))) + -14.054118206373005*((1/(cosh(phi^(-1)*phi_dot^(-2))^2)) * (-1 * phi^(-2)*phi_dot^(-2))) + 26133.66431177425*((T^(-2)*phi / (2*abs(T^(-2)*phi)^(1.5))) * (1 * T^(-2))),92.62938530086922*((1/(cosh(T*phi^(-1)*phi_dot^(-1))^2)) * (-1 * T*phi^(-1)*phi_dot^(-2))) + -14.054118206373005*((1/(cosh(phi^(-1)*phi_dot^(-2))^2)) * (-2 * phi^(-1)*phi_dot^(-3))) + 6.375782620787477*((1/T^(-3)*phi_dot) * (1 * T^(-3)))
149.54533367461588 + 21.90975711833992*(sqrt(phi*phi_dot)) + -2.8402493319294137e-5*(sqrt.abs(T^(3)*phi_dot^(-1))) + -4.659019497320187*(log(T^(3)*phi_dot^(-1))) + 4.926575121076841*(tanh(phi^(2)*phi_dot^(3))),-2.8402493319294137e-5*((T^(3)*phi_dot^(-1) / (2*abs(T^(3)*phi_dot^(-1))^(1.5))) * (3 * T^(2)*phi_dot^(-1))) + -4.659019497320187*((1/T^(3)*phi_dot^(-1)) * (3 * T^(2)*phi_dot^(-1))),21.90975711833992*((1/(sqrt(phi*phi_dot)^2)) * (1 * phi_dot)) + 4.926575121076841*((1/(cosh(phi^(2)*phi_dot^(3))^2)) * (2 * phi*phi_dot^(3))),21.90975711833992*((1/(sqrt(phi*phi_dot)^2)) * (1 * phi)) + -2.8402493319294137e-5*((T^(3)*phi_dot^(-1) / (2*abs(T^(3)*phi_dot^(-1))^(1.5))) * (-1 * T^(3)*phi_dot^(-2))) + -4.659019497320187*((1/T^(3)*phi_dot^(-1)) * (-1 * T^(3)*phi_dot^(-2))) + 4.926575121076841*((1/(cosh(phi^(2)*phi_dot^(3))^2)) * (3 * phi^(2)*phi_dot^(2)))
-3.183484101175762e7 + 30.788448526241176*(sqrt.abs(phi^(3))) + 22.087529088317453*(tanh(phi^(3)*phi_dot^(3))) + 6.446219895358504*(log(T^(-3)*phi_dot)) + 3.1835026685457632e7*(exp(T^(-3)*phi_dot)),6.446219895358504*((1/T^(-3)*phi_dot) * (-3 * T^(-4)*phi_dot)) + 3.1835026685457632e7*(exp(T^(-3)*phi_dot) * (-3 * T^(-4)*phi_dot)),30.788448526241176*((phi^(3) / (2*abs(phi^(3))^(1.5))) * (3 * phi^(2))) + 22.087529088317453*((1/(cosh(phi^(3)*phi_dot^(3))^2)) * (3 * phi^(2)*phi_dot^(3))),22.087529088317453*((1/(cosh(phi^(3)*phi_dot^(3))^2)) * (3 * phi^(3)*phi_dot^(2))) + 6.446219895358504*((1/T^(-3)*phi_dot) * (1 * T^(-3))) + 3.1835026685457632e7*(exp(T^(-3)*phi_dot) * (1 * T^(-3)))
819.3704610473084 + 64.7601605958112*(tanh(phi*phi_dot)) + -14.327542980559791*(tanh(phi_dot^(-2))) + -41.885980338184865*(log(T^(3))),-41.885980338184865*((1/T^(3)) * (3 * T^(2))),64.7601605958112*((1/(cosh(phi*phi_dot)^2)) * (1 * phi_dot)),64.7601605958112*((1/(cosh(phi*phi_dot)^2)) * (1 * phi)) + -14.327542980559791*((1/(cosh(phi_dot^(-2))^2)) * (-2 * phi_dot^(-3)))
