3.742768890661466941e+01 4.227902013295349981e+00
7.386555278550994252e+00 2.717857142857142527e+00
2.972794732492705450e+01 3.994987130920391039e+00
2.984098138882098894e+01 3.994987130920391039e+00
2.895226697435483132e+01 3.961653797587057824e+00
7.125217456994937137e+00 2.717857142857142527e+00
3.401238750474946215e+01 4.146781419016861037e+00
2.536511210620357204e+01 3.854419716215045533e+00
2.454850613433920969e+01 3.815958177753507208e+00
3.393768185523425984e+01 4.118209990445432567e+00
2.689764151968964967e+01 3.891456753252082734e+00
3.651625868320936608e+00 2.083333333333333037e+00
4.592728104015966295e+01 4.416687245986103960e+00
2.854055756048719417e+01 3.961653797587057824e+00
1.811492998806483357e+01 3.547739657143682113e+00
6.436429766991078161e+00 2.592857142857142527e+00
3.924502742433110569e+01 4.278543038936375886e+00
2.183859932941876281e+01 3.690813250217274799e+00
3.675281371851916390e+01 4.201586223821665911e+00
2.501439490751847217e+01 3.854419716215045533e+00
