3.491370806858344888e-01,4.144859246983393364e-01
1.405512173697147649e-01,1.510737235078576102e-01
3.418054512101131870e-01,4.045112392525682110e-01
1.179862310071644771e+00,1.651422933968053286e+00
1.454590399707775816e+00,2.034456510363361836e+00
2.431010821598811322e-01,2.750268613685327157e-01
3.152521774446503944e-01,3.687783813347713657e-01
1.109055254667532298e+00,1.548243281560615525e+00
1.624512145532339025e+00,2.256614860629360564e+00
8.246889821701999246e-01,1.120269960427025646e+00
1.039873017627907403e+00,1.445897503362241210e+00
1.048029022733469873e+00,1.458036268562064475e+00
4.943065634335217506e-01,6.202667101457786103e-01
1.139110512216171323e+00,1.592243337665540270e+00
1.055562319329884424e+00,1.469231521596387591e+00
1.738615525388924610e-01,1.900787675915337760e-01
5.281622028324139961e-02,5.425435781654253109e-02
4.266973739197290616e-01,5.226299323186182066e-01
1.092000033995112585e+00,1.523146621833687764e+00
3.388638001639063813e-01,4.005220824107401656e-01
